Address:,USB0::0x2A8D::0x1776::MY58032034::0::INSTR,,Analog Channels,,
Model:,MSO-X 3024T,,Time (s),1 (AMP),
,,,-4.95164474328,0.0654617953696288,
,,,-4.95133474266,0.0671301370894071,
,,,-4.95102474204,0.0674638054333627,
,,,-4.95071474142,0.0657954637135845,
,,,-4.9504047408,0.0671301370894071,
,,,-4.95009474018,0.0664628004014958,
,,,-4.94978473956,0.0647944586817175,
,,,-4.94947473894,0.0661291320575401,
,,,-4.94916473832,0.0671301370894071,
,,,-4.9488547377,0.0674638054333627,
,,,-4.94854473708,0.0667964687454514,
,,,-4.94823473646,0.0677974737773184,
,,,-4.94792473584,0.0674638054333627,
,,,-4.94761473522,0.0634597853058949,
,,,-4.9473047346,0.0677974737773184,
,,,-4.94699473398,0.0637934536498506,
,,,-4.94668473336,0.0677974737773184,
,,,-4.94637473274,0.0617914435861167,
,,,-4.94606473212,0.0677974737773184,
,,,-4.9457547315,0.0667964687454514,
,,,-4.94544473088,0.0674638054333627,
,,,-4.94513473026,0.0667964687454514,
,,,-4.94482472964,0.0667964687454514,
,,,-4.94451472902,0.0671301370894071,
,,,-4.9442047284,0.0667964687454514,
,,,-4.94389472778,0.0677974737773184,
,,,-4.94358472716,0.0671301370894071,
,,,-4.94327472654,0.0634597853058949,
,,,-4.94296472592,0.0637934536498506,
,,,-4.9426547253,0.0671301370894071,
,,,-4.94234472468,0.0657954637135845,
,,,-4.94203472406,0.0637934536498506,
,,,-4.94172472344,0.0641271219938062,
,,,-4.94141472282,0.0637934536498506,
,,,-4.9411047222,0.062458780274028,
,,,-4.94079472158,0.0634597853058949,
,,,-4.94048472096,0.0674638054333627,
,,,-4.94017472034,0.0671301370894071,
,,,-4.93986471972,0.0631261169619393,
,,,-4.9395547191,0.0677974737773184,
,,,-4.93924471848,0.0664628004014958,
,,,-4.93893471786,0.0674638054333627,
,,,-4.93862471724,0.0671301370894071,
,,,-4.93831471662,0.0667964687454514,
,,,-4.938004716,0.0677974737773184,
,,,-4.93769471538,0.0674638054333627,
,,,-4.93738471476,0.0667964687454514,
,,,-4.93707471414,0.0671301370894071,
,,,-4.93676471352,0.0664628004014958,
,,,-4.9364547129,0.0627924486179836,
,,,-4.93614471228,0.0637934536498506,
,,,-4.93583471166,0.0671301370894071,
,,,-4.93552471104,0.0634597853058949,
,,,-4.93521471042,0.0641271219938062,
,,,-4.9349047098,0.0657954637135845,
,,,-4.93459470918,0.0634597853058949,
,,,-4.93428470856,0.0664628004014958,
,,,-4.93397470794,0.0677974737773184,
,,,-4.93366470732,0.0671301370894071,
,,,-4.9333547067,0.0671301370894071,
,,,-4.93304470608,0.0674638054333627,
,,,-4.93273470546,0.0674638054333627,
,,,-4.93242470484,0.0664628004014958,
,,,-4.93211470422,0.0671301370894071,
,,,-4.9318047036,0.0667964687454514,
,,,-4.93149470298,0.0674638054333627,
,,,-4.93118470236,0.0664628004014958,
,,,-4.93087470174,0.0674638054333627,
,,,-4.93056470112,0.0671301370894071,
,,,-4.9302547005,0.0627924486179836,
,,,-4.92994469988,0.0631261169619393,
,,,-4.92963469926,0.0641271219938062,
,,,-4.92932469864,0.0631261169619393,
,,,-4.92901469802,0.0637934536498506,
,,,-4.9287046974,0.0674638054333627,
,,,-4.92839469678,0.0671301370894071,
,,,-4.92808469616,0.0664628004014958,
,,,-4.92777469554,0.0671301370894071,
,,,-4.92746469492,0.0667964687454514,
,,,-4.9271546943,0.0671301370894071,
,,,-4.92684469368,0.0667964687454514,
,,,-4.92653469306,0.0667964687454514,
,,,-4.92622469244,0.0674638054333627,
,,,-4.92591469182,0.0671301370894071,
,,,-4.9256046912,0.0631261169619393,
,,,-4.92529469058,0.0671301370894071,
,,,-4.92498468996,0.0631261169619393,
,,,-4.92467468934,0.0637934536498506,
,,,-4.92436468872,0.0634597853058949,
,,,-4.9240546881,0.0641271219938062,
,,,-4.92374468748,0.0631261169619393,
,,,-4.92343468686,0.0637934536498506,
,,,-4.92312468624,0.0674638054333627,
,,,-4.92281468562,0.0674638054333627,
,,,-4.922504685,0.0667964687454514,
,,,-4.92219468438,0.0674638054333627,
,,,-4.92188468376,0.0661291320575401,
,,,-4.92157468314,0.0671301370894071,
,,,-4.92126468252,0.0671301370894071,
,,,-4.9209546819,0.0674638054333627,
,,,-4.92064468128,0.0637934536498506,
,,,-4.92033468066,0.0674638054333627,
,,,-4.92002468004,0.0674638054333627,
,,,-4.91971467942,0.0631261169619393,
,,,-4.9194046788,0.0671301370894071,
,,,-4.91909467818,0.0634597853058949,
,,,-4.91878467756,0.0634597853058949,
,,,-4.91847467694,0.0634597853058949,
,,,-4.91816467632,0.0631261169619393,
,,,-4.9178546757,0.0634597853058949,
,,,-4.91754467508,0.0671301370894071,
,,,-4.91723467446,0.0634597853058949,
,,,-4.91692467384,0.0671301370894071,
,,,-4.91661467322,0.0671301370894071,
,,,-4.9163046726,0.0664628004014958,
,,,-4.91599467198,0.0671301370894071,
,,,-4.91568467136,0.0671301370894071,
,,,-4.91537467074,0.0674638054333627,
,,,-4.91506467012,0.0674638054333627,
,,,-4.9147546695,0.0671301370894071,
,,,-4.91444466888,0.0637934536498506,
,,,-4.91413466826,0.0664628004014958,
,,,-4.91382466764,0.0664628004014958,
,,,-4.91351466702,0.0637934536498506,
,,,-4.9132046664,0.0641271219938062,
,,,-4.91289466578,0.0641271219938062,
,,,-4.91258466516,0.0664628004014958,
,,,-4.91227466454,0.0671301370894071,
,,,-4.91196466392,0.0667964687454514,
,,,-4.9116546633,0.0667964687454514,
,,,-4.91134466268,0.0664628004014958,
,,,-4.91103466206,0.0674638054333627,
,,,-4.91072466144,0.0674638054333627,
,,,-4.91041466082,0.0671301370894071,
,,,-4.9101046602,0.0674638054333627,
,,,-4.90979465958,0.0671301370894071,
,,,-4.90948465896,0.0657954637135845,
,,,-4.90917465834,0.0674638054333627,
,,,-4.90886465772,0.0661291320575401,
,,,-4.9085546571,0.0634597853058949,
,,,-4.90824465648,0.0631261169619393,
,,,-4.90793465586,0.0637934536498506,
,,,-4.90762465524,0.0644607903377619,
,,,-4.90731465462,0.0631261169619393,
,,,-4.907004654,0.0641271219938062,
,,,-4.90669465338,0.0664628004014958,
,,,-4.90638465276,0.0634597853058949,
,,,-4.90607465214,0.0644607903377619,
,,,-4.90576465152,0.0667964687454514,
,,,-4.9054546509,0.0661291320575401,
,,,-4.90514465028,0.0674638054333627,
,,,-4.90483464966,0.0667964687454514,
,,,-4.90452464904,0.0674638054333627,
,,,-4.90421464842,0.0657954637135845,
,,,-4.9039046478,0.068131142121274,
,,,-4.90359464718,0.0661291320575401,
,,,-4.90328464656,0.0677974737773184,
,,,-4.90297464594,0.0674638054333627,
,,,-4.90266464532,0.0631261169619393,
,,,-4.9023546447,0.0671301370894071,
,,,-4.90204464408,0.0674638054333627,
,,,-4.90173464346,0.0637934536498506,
,,,-4.90142464284,0.0657954637135845,
,,,-4.90111464222,0.0667964687454514,
,,,-4.9008046416,0.0674638054333627,
,,,-4.90049464098,0.0627924486179836,
,,,-4.90018464036,0.0674638054333627,
,,,-4.89987463974,0.0674638054333627,
,,,-4.89956463912,0.0667964687454514,
,,,-4.8992546385,0.0671301370894071,
,,,-4.89894463788,0.0664628004014958,
,,,-4.89863463726,0.0671301370894071,
,,,-4.89832463664,0.0671301370894071,
,,,-4.89801463602,0.0674638054333627,
,,,-4.8977046354,0.0671301370894071,
,,,-4.89739463478,0.0671301370894071,
,,,-4.89708463416,0.0637934536498506,
,,,-4.89677463354,0.0637934536498506,
,,,-4.89646463292,0.0637934536498506,
,,,-4.8961546323,0.0641271219938062,
,,,-4.89584463168,0.0657954637135845,
,,,-4.89553463106,0.0641271219938062,
,,,-4.89522463044,0.0661291320575401,
,,,-4.89491462982,0.0637934536498506,
,,,-4.8946046292,0.0674638054333627,
,,,-4.89429462858,0.0667964687454514,
,,,-4.89398462796,0.0667964687454514,
,,,-4.89367462734,0.0674638054333627,
,,,-4.89336462672,0.0674638054333627,
,,,-4.8930546261,0.0671301370894071,
,,,-4.89274462548,0.0677974737773184,
,,,-4.89243462486,0.0667964687454514,
,,,-4.89212462424,0.0671301370894071,
,,,-4.89181462362,0.0664628004014958,
,,,-4.891504623,0.0667964687454514,
,,,-4.89119462238,0.0667964687454514,
,,,-4.89088462176,0.0671301370894071,
,,,-4.89057462114,0.0637934536498506,
,,,-4.89026462052,0.0637934536498506,
,,,-4.8899546199,0.0641271219938062,
,,,-4.88964461928,0.0631261169619393,
,,,-4.88933461866,0.0667964687454514,
,,,-4.88902461804,0.0634597853058949,
,,,-4.88871461742,0.0661291320575401,
,,,-4.8884046168,0.0667964687454514,
,,,-4.88809461618,0.0657954637135845,
,,,-4.88778461556,0.0657954637135845,
,,,-4.88747461494,0.0671301370894071,
,,,-4.88716461432,0.0674638054333627,
,,,-4.8868546137,0.0667964687454514,
,,,-4.88654461308,0.0671301370894071,
,,,-4.88623461246,0.0667964687454514,
,,,-4.88592461184,0.0671301370894071,
,,,-4.88561461122,0.0641271219938062,
,,,-4.8853046106,0.0677974737773184,
,,,-4.88499460998,0.0644607903377619,
,,,-4.88468460936,0.0667964687454514,
,,,-4.88437460874,0.0637934536498506,
,,,-4.88406460812,0.0657954637135845,
,,,-4.8837546075,0.0634597853058949,
,,,-4.88344460688,0.0644607903377619,
,,,-4.88313460626,0.0674638054333627,
,,,-4.88282460564,0.0667964687454514,
,,,-4.88251460502,0.0654617953696288,
,,,-4.8822046044,0.0667964687454514,
,,,-4.88189460378,0.0671301370894071,
,,,-4.88158460316,0.0671301370894071,
,,,-4.88127460254,0.0671301370894071,
,,,-4.88096460192,0.0671301370894071,
,,,-4.8806546013,0.0671301370894071,
,,,-4.88034460068,0.0637934536498506,
,,,-4.88003460006,0.0664628004014958,
,,,-4.87972459944,0.0671301370894071,
,,,-4.87941459882,0.0671301370894071,
,,,-4.8791045982,0.0664628004014958,
,,,-4.87879459758,0.0641271219938062,
,,,-4.87848459696,0.0641271219938062,
,,,-4.87817459634,0.0641271219938062,
,,,-4.87786459572,0.0634597853058949,
,,,-4.8775545951,0.0641271219938062,
,,,-4.87724459448,0.0671301370894071,
,,,-4.87693459386,0.0674638054333627,
,,,-4.87662459324,0.0671301370894071,
,,,-4.87631459262,0.0661291320575401,
,,,-4.876004592,0.0677974737773184,
,,,-4.87569459138,0.0677974737773184,
,,,-4.87538459076,0.0671301370894071,
,,,-4.87507459014,0.0677974737773184,
,,,-4.87476458952,0.0667964687454514,
,,,-4.8744545889,0.0671301370894071,
,,,-4.87414458828,0.0641271219938062,
,,,-4.87383458766,0.0641271219938062,
,,,-4.87352458704,0.0674638054333627,
,,,-4.87321458642,0.0664628004014958,
,,,-4.8729045858,0.0641271219938062,
,,,-4.87259458518,0.0644607903377619,
,,,-4.87228458456,0.0641271219938062,
,,,-4.87197458394,0.0644607903377619,
,,,-4.87166458332,0.0677974737773184,
,,,-4.8713545827,0.0641271219938062,
,,,-4.87104458208,0.0657954637135845,
,,,-4.87073458146,0.0647944586817175,
,,,-4.87042458084,0.0677974737773184,
,,,-4.87011458022,0.0677974737773184,
,,,-4.8698045796,0.0654617953696288,
,,,-4.86949457898,0.0651281270256732,
,,,-4.86918457836,0.0674638054333627,
,,,-4.86887457774,0.0664628004014958,
,,,-4.86856457712,0.0674638054333627,
,,,-4.8682545765,0.0654617953696288,
,,,-4.86794457588,0.0647944586817175,
,,,-4.86763457526,0.0637934536498506,
,,,-4.86732457464,0.0644607903377619,
,,,-4.86701457402,0.0677974737773184,
,,,-4.8667045734,0.061457775242161,
,,,-4.86639457278,0.0674638054333627,
,,,-4.86608457216,0.0671301370894071,
,,,-4.86577457154,0.0647944586817175,
,,,-4.86546457092,0.0674638054333627,
,,,-4.8651545703,0.0667964687454514,
,,,-4.86484456968,0.0671301370894071,
,,,-4.86453456906,0.0661291320575401,
,,,-4.86422456844,0.0671301370894071,
,,,-4.86391456782,0.0667964687454514,
,,,-4.8636045672,0.0674638054333627,
,,,-4.86329456658,0.0671301370894071,
,,,-4.86298456596,0.0674638054333627,
,,,-4.86267456534,0.0664628004014958,
,,,-4.86236456472,0.0674638054333627,
,,,-4.8620545641,0.0671301370894071,
,,,-4.86174456348,0.0637934536498506,
,,,-4.86143456286,0.0661291320575401,
,,,-4.86112456224,0.0634597853058949,
,,,-4.86081456162,0.0631261169619393,
,,,-4.860504561,0.0664628004014958,
,,,-4.86019456038,0.0674638054333627,
,,,-4.85988455976,0.0634597853058949,
,,,-4.85957455914,0.0671301370894071,
,,,-4.85926455852,0.0674638054333627,
,,,-4.8589545579,0.0671301370894071,
,,,-4.85864455728,0.0671301370894071,
,,,-4.85833455666,0.0667964687454514,
,,,-4.85802455604,0.0661291320575401,
,,,-4.85771455542,0.0674638054333627,
,,,-4.8574045548,0.0671301370894071,
,,,-4.85709455418,0.0664628004014958,
,,,-4.85678455356,0.0671301370894071,
,,,-4.85647455294,0.0671301370894071,
,,,-4.85616455232,0.0667964687454514,
,,,-4.8558545517,0.0677974737773184,
,,,-4.85554455108,0.0637934536498506,
,,,-4.85523455046,0.062458780274028,
,,,-4.85492454984,0.0677974737773184,
,,,-4.85461454922,0.0677974737773184,
,,,-4.8543045486,0.0644607903377619,
,,,-4.85399454798,0.0677974737773184,
,,,-4.85368454736,0.0657954637135845,
,,,-4.85337454674,0.0657954637135845,
,,,-4.85306454612,0.0667964687454514,
,,,-4.8527545455,0.0667964687454514,
,,,-4.85244454488,0.0651281270256732,
,,,-4.85213454426,0.0641271219938062,
,,,-4.85182454364,0.062458780274028,
,,,-4.85151454302,0.0617914435861167,
,,,-4.8512045424,0.0621251119300723,
,,,-4.85089454178,0.0617914435861167,
,,,-4.85058454116,0.0627924486179836,
,,,-4.85027454054,0.0611241068982054,
,,,-4.84996453992,0.0621251119300723,
,,,-4.8496545393,0.062458780274028,
,,,-4.84934453868,0.0627924486179836,
,,,-4.84903453806,0.0617914435861167,
,,,-4.84872453744,0.0621251119300723,
,,,-4.84841453682,0.0627924486179836,
,,,-4.8481045362,0.0617914435861167,
,,,-4.84779453558,0.062458780274028,
,,,-4.84748453496,0.0617914435861167,
,,,-4.84717453434,0.0621251119300723,
,,,-4.84686453372,0.0617914435861167,
,,,-4.8465545331,0.0627924486179836,
,,,-4.84624453248,0.0627924486179836,
,,,-4.84593453186,0.062458780274028,
,,,-4.84562453124,0.062458780274028,
,,,-4.84531453062,0.0704668205289636,
,,,-4.84500453,0.0701331521850079,
,,,-4.84469452938,0.0687984788091853,
,,,-4.84438452876,0.068131142121274,
,,,-4.84407452814,0.0687984788091853,
,,,-4.84376452752,0.0684648104652297,
,,,-4.8434545269,0.0684648104652297,
,,,-4.84314452628,0.0684648104652297,
,,,-4.84283452566,0.0687984788091853,
,,,-4.84252452504,0.0684648104652297,
,,,-4.84221452442,0.0677974737773184,
,,,-4.8419045238,0.0687984788091853,
,,,-4.84159452318,0.0684648104652297,
,,,-4.84128452256,0.0684648104652297,
,,,-4.84097452194,0.068131142121274,
,,,-4.84066452132,0.0684648104652297,
,,,-4.8403545207,0.0684648104652297,
,,,-4.84004452008,0.068131142121274,
,,,-4.83973451946,0.0687984788091853,
,,,-4.83942451884,0.068131142121274,
,,,-4.83911451822,0.0684648104652297,
,,,-4.8388045176,0.0687984788091853,
,,,-4.83849451698,0.0684648104652297,
,,,-4.83818451636,0.0687984788091853,
,,,-4.83787451574,0.0687984788091853,
,,,-4.83756451512,0.0684648104652297,
,,,-4.8372545145,0.0687984788091853,
,,,-4.83694451388,0.0687984788091853,
,,,-4.83663451326,0.0694658154970966,
,,,-4.83632451264,0.068131142121274,
,,,-4.83601451202,0.0684648104652297,
,,,-4.8357045114,0.068131142121274,
,,,-4.83539451078,0.0687984788091853,
,,,-4.83508451016,0.068131142121274,
,,,-4.83477450954,0.069132147153141,
,,,-4.83446450892,0.0687984788091853,
,,,-4.8341545083,0.0677974737773184,
,,,-4.83384450768,0.0687984788091853,
,,,-4.83353450706,0.0684648104652297,
,,,-4.83322450644,0.0671301370894071,
,,,-4.83291450582,0.0674638054333627,
,,,-4.8326045052,0.0684648104652297,
,,,-4.83229450458,0.0684648104652297,
,,,-4.83198450396,0.068131142121274,
,,,-4.83167450334,0.0687984788091853,
,,,-4.83136450272,0.0671301370894071,
,,,-4.8310545021,0.0687984788091853,
,,,-4.83074450148,0.069132147153141,
,,,-4.83043450086,0.069132147153141,
,,,-4.83012450024,0.0694658154970966,
,,,-4.82981449962,0.0687984788091853,
,,,-4.829504499,0.0684648104652297,
,,,-4.82919449838,0.0671301370894071,
,,,-4.82888449776,0.069132147153141,
,,,-4.82857449714,0.069132147153141,
,,,-4.82826449652,0.069132147153141,
,,,-4.8279544959,0.069132147153141,
,,,-4.82764449528,0.0677974737773184,
,,,-4.82733449466,0.0674638054333627,
,,,-4.82702449404,0.0687984788091853,
,,,-4.82671449342,0.069132147153141,
,,,-4.8264044928,0.069132147153141,
,,,-4.82609449218,0.0687984788091853,
,,,-4.82578449156,0.0664628004014958,
,,,-4.82547449094,0.0687984788091853,
,,,-4.82516449032,0.0671301370894071,
,,,-4.8248544897,0.0694658154970966,
,,,-4.82454448908,0.0687984788091853,
,,,-4.82423448846,0.068131142121274,
,,,-4.82392448784,0.0684648104652297,
,,,-4.82361448722,0.068131142121274,
,,,-4.8233044866,0.0677974737773184,
,,,-4.82299448598,0.0694658154970966,
,,,-4.82268448536,0.0684648104652297,
,,,-4.82237448474,0.0687984788091853,
,,,-4.82206448412,0.068131142121274,
,,,-4.8217544835,0.068131142121274,
,,,-4.82144448288,0.068131142121274,
,,,-4.82113448226,0.0684648104652297,
,,,-4.82082448164,0.0684648104652297,
,,,-4.82051448102,0.0687984788091853,
,,,-4.8202044804,0.068131142121274,
,,,-4.81989447978,0.069132147153141,
,,,-4.81958447916,0.0684648104652297,
,,,-4.81927447854,0.0684648104652297,
,,,-4.81896447792,0.068131142121274,
,,,-4.8186544773,0.0684648104652297,
,,,-4.81834447668,0.068131142121274,
,,,-4.81803447606,0.069132147153141,
,,,-4.81772447544,0.0687984788091853,
,,,-4.81741447482,0.0684648104652297,
,,,-4.8171044742,0.0687984788091853,
,,,-4.81679447358,0.068131142121274,
,,,-4.81648447296,0.0684648104652297,
,,,-4.81617447234,0.0687984788091853,
,,,-4.81586447172,0.0684648104652297,
,,,-4.8155544711,0.0684648104652297,
,,,-4.81524447048,0.0687984788091853,
,,,-4.81493446986,0.0684648104652297,
,,,-4.81462446924,0.069132147153141,
,,,-4.81431446862,0.069132147153141,
,,,-4.814004468,0.0684648104652297,
,,,-4.81369446738,0.0684648104652297,
,,,-4.81338446676,0.0684648104652297,
,,,-4.81307446614,0.0684648104652297,
,,,-4.81276446552,0.0687984788091853,
,,,-4.8124544649,0.068131142121274,
,,,-4.81214446428,0.0687984788091853,
,,,-4.81183446366,0.0687984788091853,
,,,-4.81152446304,0.0687984788091853,
,,,-4.81121446242,0.068131142121274,
,,,-4.8109044618,0.0677974737773184,
,,,-4.81059446118,0.0677974737773184,
,,,-4.81028446056,0.0684648104652297,
,,,-4.80997445994,0.0687984788091853,
,,,-4.80966445932,0.068131142121274,
,,,-4.8093544587,0.0684648104652297,
,,,-4.80904445808,0.0694658154970966,
,,,-4.80873445746,0.0684648104652297,
,,,-4.80842445684,0.068131142121274,
,,,-4.80811445622,0.069132147153141,
,,,-4.8078044556,0.0684648104652297,
,,,-4.80749445498,0.0684648104652297,
,,,-4.80718445436,0.0687984788091853,
,,,-4.80687445374,0.0684648104652297,
,,,-4.80656445312,0.069132147153141,
,,,-4.8062544525,0.069132147153141,
,,,-4.80594445188,0.069132147153141,
,,,-4.80563445126,0.0687984788091853,
,,,-4.80532445064,0.0687984788091853,
,,,-4.80501445002,0.068131142121274,
,,,-4.8047044494,0.068131142121274,
,,,-4.80439444878,0.068131142121274,
,,,-4.80408444816,0.0687984788091853,
,,,-4.80377444754,0.068131142121274,
,,,-4.80346444692,0.068131142121274,
,,,-4.8031544463,0.0687984788091853,
,,,-4.80284444568,0.068131142121274,
,,,-4.80253444506,0.069132147153141,
,,,-4.80222444444,0.0687984788091853,
,,,-4.80191444382,0.068131142121274,
,,,-4.8016044432,0.0687984788091853,
,,,-4.80129444258,0.0684648104652297,
,,,-4.80098444196,0.0684648104652297,
