sec,miliampere
0.1660000,22.9147
0.1661000,23.5134
0.1662000,22.9147
0.1663000,22.9147
0.1664000,22.9147
0.1665000,22.9147
0.1666000,22.5447
0.1667000,22.8110
0.1668000,23.4919
0.1669000,22.6308
0.1670000,23.2025
0.1671000,22.2473
0.1672000,22.4451
0.1673000,22.5232
0.1674000,22.2473
0.1675000,23.4704
0.1676000,23.2200
0.1677000,22.5838
0.1678000,22.3238
0.1679000,23.8109
0.1680000,22.5017
0.1681000,23.4608
0.1682000,22.9147
0.1683000,22.9147
0.1684000,22.9147
0.1685000,22.9617
0.1686000,23.1005
0.1687000,22.6818
0.1688000,22.9147
0.1689000,23.4274
0.1690000,23.2631
0.1691000,23.0399
0.1692000,22.9147
0.1693000,23.1769
0.1694000,23.1260
0.1695000,22.9147
0.1696000,23.4059
0.1697000,22.5448
0.1698000,22.8110
0.1699000,22.3374
0.1700000,22.6309
0.1701000,22.7249
0.1702000,23.5781
0.1703000,22.7170
0.1704000,23.0302
0.1705000,22.4117
0.1706000,23.0262
0.1707000,23.5820
0.1708000,23.0830
0.1709000,22.2982
0.1710000,23.3628
0.1711000,23.3276
0.1712000,22.9753
0.1713000,23.4489
0.1714000,22.9147
0.1715000,22.3941
0.1716000,22.9616
0.1717000,23.3413
0.1718000,22.9147
0.1719000,23.5429
0.1720000,22.4019
0.1721000,22.9147
0.1722000,22.3726
0.1723000,22.9831
0.1724000,23.3198
0.1725000,22.9147
0.1726000,23.5644
0.1727000,23.5820
0.1728000,22.8423
0.1729000,23.3745
0.1730000,23.4920
0.1731000,23.1984
0.1732000,23.1045
0.1733000,22.2473
0.1734000,22.6426
0.1735000,22.7993
0.1736000,22.8324
0.1737000,23.5820
0.1738000,22.9715
0.1739000,22.7463
0.1740000,22.2473
0.1741000,22.4665
0.1742000,23.3275
0.1743000,24.1886
0.1744000,23.0477
0.1745000,23.5820
0.1746000,23.5820
0.1747000,23.4882
0.1748000,22.4880
0.1749000,22.9147
0.1750000,22.9147
0.1751000,23.0692
0.1752000,22.5372
0.1753000,22.6640
0.1754000,23.0515
0.1755000,23.7250
0.1756000,22.9147
0.1757000,23.5643
0.1758000,22.4234
0.1759000,22.5449
0.1760000,22.8109
0.1761000,22.3373
0.1762000,23.1984
0.1763000,23.5820
0.1764000,22.2473
0.1765000,22.4449
0.1766000,23.3060
0.1767000,22.9970
0.1768000,22.3588
0.1769000,23.5251
0.1770000,23.2515
0.1771000,22.8893
0.1772000,22.6855
0.1773000,22.7564
0.1774000,22.8539
0.1775000,23.8504
0.1776000,22.5740
0.1777000,23.4351
0.1778000,23.4883
0.1779000,22.0067
0.1780000,22.4487
0.1781000,22.9147
0.1782000,23.4275
0.1783000,22.9147
0.1784000,22.9147
0.1785000,23.4453
0.1786000,22.7716
0.1787000,23.5820
0.1788000,22.9324
0.1789000,22.7387
0.1790000,22.9868
0.1791000,23.5820
0.1792000,23.3124
0.1793000,21.8636
0.1794000,22.7247
0.1795000,22.9147
0.1796000,23.1122
0.1797000,23.1908
0.1798000,22.3297
0.1799000,22.9147
0.1800000,22.9147
0.1801000,22.4158
0.1802000,22.2979
0.1803000,23.3630
0.1804000,23.3274
0.1805000,23.5820
0.1806000,22.2473
0.1807000,22.5740
0.1808000,22.3943
0.1809000,22.8679
0.1810000,22.7284
0.1811000,23.5820
0.1812000,23.5820
0.1813000,22.9147
0.1814000,23.2628
0.1815000,23.0401
0.1816000,23.5137
0.1817000,22.9147
0.1818000,22.9147
0.1819000,22.2651
0.1820000,23.4061
0.1821000,22.9147
0.1822000,22.3512
0.1823000,22.2473
0.1824000,22.2473
0.1825000,23.2020
0.1826000,22.2511
0.1827000,22.9147
0.1828000,22.5235
0.1829000,22.2473
0.1830000,23.4707
0.1831000,22.9147
0.1832000,22.9147
0.1833000,22.9147
0.1834000,22.9147
0.1835000,23.3274
0.1836000,22.3691
0.1837000,23.0475
0.1838000,23.5820
0.1839000,23.5820
0.1840000,23.6288
0.1841000,24.2493
0.1842000,23.8151
0.1843000,22.3261
0.1844000,23.2234
0.1845000,23.9012
0.1846000,23.0402
0.1847000,22.9147
0.1848000,22.6527
0.1849000,22.7031
0.1850000,22.9147
0.1851000,23.7579
0.1852000,23.8797
0.1853000,23.0186
0.1854000,23.5820
0.1855000,23.2985
0.1856000,22.9147
0.1857000,22.9147
0.1858000,22.9147
0.1859000,22.9147
0.1860000,22.3298
0.1861000,23.0260
0.1862000,22.9719
0.1863000,22.7461
0.1864000,22.8895
0.1865000,22.4663
0.1866000,22.9147
0.1867000,22.3083
0.1868000,23.9837
0.1869000,23.2412
0.1870000,23.5820
0.1871000,22.8680
0.1872000,22.4878
0.1873000,22.4805
0.1874000,22.8753
0.1875000,23.0690
0.1876000,23.2339
0.1877000,22.9147
0.1878000,22.9147
0.1879000,22.9147
0.1880000,22.9147
0.1881000,22.2652
0.1882000,22.2473
0.1883000,23.3561
0.1884000,23.1227
0.1885000,23.9802
0.1886000,22.8143
0.1887000,22.6276
0.1888000,22.9183
0.1889000,23.5820
0.1890000,23.5820
0.1891000,22.9972
0.1892000,22.3586
0.1893000,23.2197
0.1894000,23.0833
0.1895000,22.9398
0.1896000,23.3631
0.1897000,22.9147
0.1898000,23.5210
0.1899000,22.5128
0.1900000,22.9290
0.1901000,23.2878
0.1902000,23.5354
0.1903000,22.9147
0.1904000,22.9147
0.1905000,22.9147
0.1906000,23.5820
0.1907000,23.2340
0.1908000,22.9147
0.1909000,22.9147
0.1910000,23.1766
0.1911000,22.6707
0.1912000,22.8967
0.1913000,22.9147
0.1914000,23.2842
0.1915000,23.0187
0.1916000,23.4923
0.1917000,23.1981
0.1918000,23.1049
0.1919000,23.5749
0.1920000,22.6419
0.1921000,23.1910
0.1922000,23.4995
0.1923000,23.4708
0.1924000,22.9147
0.1925000,22.9147
0.1926000,22.9147
0.1927000,22.9147
0.1928000,22.9147
0.1929000,22.3084
0.1930000,23.3166
0.1931000,21.9209
0.1932000,22.1002
0.1933000,22.2473
0.1934000,22.4877
0.1935000,23.3487
0.1936000,22.3264
0.1937000,23.7362
0.1938000,23.9014
0.1939000,23.0403
0.1940000,23.5820
0.1941000,23.0583
0.1942000,22.2473
0.1943000,22.8967
0.1944000,22.5988
0.1945000,22.8431
0.1946000,22.8105
0.1947000,23.4924
0.1948000,22.9147
0.1949000,22.9147
0.1950000,22.9077
0.1951000,21.9745
0.1952000,22.9147
0.1953000,23.4994
0.1954000,22.4696
0.1955000,22.9723
0.1956000,22.7460
0.1957000,23.5570
0.1958000,22.9147
0.1959000,22.9147
0.1960000,23.5209
0.1961000,22.9147
0.1962000,23.2411
0.1963000,23.5820
0.1964000,22.2473
0.1965000,22.0071
0.1966000,22.0140
0.1967000,22.8751
0.1968000,22.5557
0.1969000,23.2341
0.1970000,22.9147
0.1971000,22.2473
0.1972000,22.5091
0.1973000,23.3702
0.1974000,22.2835
0.1975000,22.2473
0.1976000,22.2473
0.1977000,23.3737
0.1978000,22.8251
0.1979000,22.8139
0.1980000,22.6279
0.1981000,22.9147
0.1982000,22.7175
0.1983000,22.6383
0.1984000,22.9147
0.1985000,23.5820
0.1986000,23.2772
0.1987000,22.9147
0.1988000,22.2973
0.1989000,23.5820
0.1990000,22.7571
0.1991000,24.0659
0.1992000,21.9778
0.1993000,23.2557
0.1994000,22.3946
0.1995000,22.8682
0.1996000,22.4876
0.1997000,22.9147
0.1998000,23.5424
0.1999000,23.2738
0.2000000,22.2473
0.2001000,23.3305
0.2002000,23.5140
0.2003000,22.9147
0.2004000,22.9147
0.2005000,22.9147
0.2006000,23.0903
0.2007000,23.2126
0.2008000,22.3516
0.2009000,22.8252
0.2010000,22.5306
0.2011000,22.4377
0.2012000,22.9181
0.2013000,23.3849
0.2014000,22.9147
0.2015000,23.4993
0.2016000,23.3600
0.2017000,22.2473
0.2018000,23.2444
0.2019000,22.2722
0.2020000,22.4774
0.2021000,22.4048
0.2022000,22.9147
0.2023000,23.0472
0.2024000,23.2557
0.2025000,21.8746
0.2026000,22.9611
0.2027000,23.5820
0.2028000,23.5820
0.2029000,22.9544
0.2030000,22.9147
0.2031000,22.5669
0.2032000,22.7889
0.2033000,23.5141
0.2034000,22.9147
0.2035000,22.4592
0.2036000,22.2473
0.2037000,22.4229
0.2038000,22.9147
0.2039000,22.9147
0.2040000,22.3368
0.2041000,23.1979
0.2042000,23.1051
0.2043000,23.5787
0.2044000,23.1118
0.2045000,22.8004
0.2046000,23.4165
0.2047000,22.4693
0.2048000,23.2773
0.2049000,23.4131
0.2050000,22.2971
0.2051000,23.5820
0.2052000,23.1697
0.2053000,22.9147
0.2054000,22.3798
0.2055000,22.5884
0.2056000,22.7673
0.2057000,22.9147
0.2058000,23.1548
0.2059000,22.7143
0.2060000,22.8749
0.2061000,23.4280
0.2062000,22.9147
0.2063000,22.9147
0.2064000,22.8468
0.2065000,22.5090
0.2066000,22.9147
0.2067000,21.6164
0.2068000,21.9310
0.2069000,22.9147
0.2070000,22.9147
0.2071000,22.3367
0.2072000,22.9147
0.2073000,22.9147
0.2074000,23.5820
0.2075000,23.1879
0.2076000,23.0289
0.2077000,22.4130
0.2078000,22.8038
0.2079000,22.5520
0.2080000,23.4131
0.2081000,22.9395
0.2082000,23.3635
0.2083000,22.9147
0.2084000,22.9147
0.2085000,22.2473
0.2086000,22.5735
0.2087000,23.9545
0.2088000,22.9147
0.2089000,22.9147
0.2090000,22.9147
0.2091000,22.9147
0.2092000,23.5820
0.2093000,23.2343
0.2094000,22.9147
0.2095000,22.9825
0.2096000,23.3204
0.2097000,22.9147
0.2098000,22.2656
0.2099000,22.9147
0.2100000,22.9147
0.2101000,22.9147
0.2102000,22.3367
0.2103000,22.9147
0.2104000,22.9147
0.2105000,22.9114
0.2106000,22.6413
0.2107000,22.8006
0.2108000,22.2473
0.2109000,22.8038
0.2110000,22.5519
0.2111000,22.4163
0.2112000,22.9394
0.2113000,23.3635
0.2114000,23.3269
0.2115000,22.9760
0.2116000,22.6499
0.2117000,22.5584
0.2118000,23.0621
0.2119000,22.2473
0.2120000,22.7274
0.2121000,22.7145
0.2122000,22.8748
0.2123000,23.0686
0.2124000,23.2344
0.2125000,23.4560
0.2126000,22.8469
0.2127000,22.5089
0.2128000,23.3699
0.2129000,22.2840
0.2130000,23.4066
0.2131000,23.2838
0.2132000,22.4562
0.2133000,23.0040
0.2134000,23.0159
0.2135000,22.2473
0.2136000,22.9179
0.2137000,23.5820
0.2138000,23.5820
0.2139000,21.8288
0.2140000,23.5820
0.2141000,23.2775
0.2142000,22.9147
0.2143000,22.8900
0.2144000,22.4658
0.2145000,22.9147
0.2146000,23.5206
0.2147000,23.4497
0.2148000,22.9147
0.2149000,22.9147
0.2150000,23.5358
0.2151000,22.6747
0.2152000,22.6810
0.2153000,22.9147
0.2154000,23.4282
0.2155000,22.9147
0.2156000,22.3733
0.2157000,23.4466
0.2158000,22.5088
0.2159000,23.3699
0.2160000,22.9331
0.2161000,22.7393
0.2162000,22.6164
0.2163000,22.9147
0.2164000,23.5820
0.2165000,23.2990
0.2166000,22.9147
0.2167000,22.2505
0.2168000,22.9147
0.2169000,23.3053
0.2170000,22.4133
0.2171000,22.8039
0.2172000,22.5518
0.2173000,22.4164
0.2174000,22.9393
0.2175000,23.1452
0.2176000,22.6595
0.2177000,22.3088
0.2178000,23.1792
0.2179000,23.5973
0.2180000,22.9147
0.2181000,23.4897
0.2182000,22.4872
0.2183000,22.9147
0.2184000,22.9147
0.2185000,22.9147
0.2186000,22.5671
0.2187000,23.3299
0.2188000,23.5143
0.2189000,22.6533
0.2190000,23.1577
0.2191000,22.9331
0.2192000,22.9147
0.2193000,22.5456
0.2194000,22.8101
0.2195000,23.5820
0.2196000,23.2991
0.2197000,22.9147
0.2198000,22.9177
0.2199000,23.1884
0.2200000,22.2473
0.2201000,23.4159
0.2202000,22.9147
0.2203000,22.9147
0.2204000,23.4129
0.2205000,22.2719
0.2206000,23.1330
0.2207000,23.1699
0.2208000,23.5205
0.2209000,23.3176
0.2210000,22.2473
0.2211000,22.7670
0.2212000,22.2934
0.2213000,23.1545
0.2214000,23.5820
0.2215000,23.5820
0.2216000,22.9147
0.2217000,23.2621
0.2218000,23.0408
0.2219000,22.9147
0.2220000,22.9147
0.2221000,23.8249
0.2222000,22.9517
0.2223000,23.5820
0.2224000,23.2130
0.2225000,22.9147
0.2226000,22.3365
0.2227000,22.6318
0.2228000,22.7240
0.2229000,22.9147
0.2230000,23.1114
0.2231000,23.1915
0.2232000,22.9147
0.2233000,22.9147
0.2234000,22.6103
0.2235000,22.2473
0.2236000,22.2964
0.2237000,23.1455
0.2238000,22.6594
0.2239000,22.3089
0.2240000,23.0468
0.2241000,22.9302
0.2242000,23.2866
0.2243000,22.3394
0.2244000,23.5820
0.2245000,22.7149
0.2246000,22.2473
0.2247000,22.7610
0.2248000,22.2473
0.2249000,22.2473
0.2250000,23.5144
0.2251000,22.9147
0.2252000,22.9147
0.2253000,22.2659
0.2254000,22.9147
0.2255000,22.9147
0.2256000,22.3520
0.2257000,22.9147
0.2258000,22.9147
0.2259000,22.9147
0.2260000,22.9147
0.2261000,23.1114
0.2262000,23.1916
0.2263000,22.9147
0.2264000,22.9147
0.2265000,22.9147
0.2266000,22.4166
0.2267000,22.8902
0.2268000,22.6838
0.2269000,23.1700
0.2270000,22.9147
0.2271000,22.9147
0.2272000,23.2405
0.2273000,23.0624
0.2274000,22.9607
0.2275000,23.1025
0.2276000,23.5478
0.2277000,24.2493
0.2278000,22.5546
0.2279000,22.8873
0.2280000,22.2473
0.2281000,22.9822
0.2282000,23.5820
0.2283000,23.1270
0.2284000,23.5634
0.2285000,23.4069
0.2286000,22.9147
0.2287000,22.3520
0.2288000,23.0037
0.2289000,23.0165
0.2290000,22.2473
0.2291000,23.5791
0.2292000,22.9147
0.2293000,23.3051
0.2294000,22.4137
0.2295000,23.3609
0.2296000,22.5516
0.2297000,22.9147
0.2298000,22.2718
0.2299000,22.6965
0.2300000,23.0712
0.2301000,22.9764
0.2302000,22.9147
0.2303000,23.2405
0.2304000,23.0625
0.2305000,22.8687
0.2306000,22.2473
0.2307000,23.1142
0.2308000,23.5820
0.2309000,22.9147
0.2310000,22.9147
0.2311000,23.4557
0.2312000,23.5820
0.2313000,23.3208
0.2314000,22.9147
0.2315000,22.9147
0.2316000,23.7241
0.2317000,22.2473
0.2318000,22.8099
0.2319000,22.4253
0.2320000,23.2993
0.2321000,22.9147
0.2322000,22.9147
0.2323000,22.7181
0.2324000,23.0280
0.2325000,23.5820
0.2326000,22.9147
0.2327000,22.9147
0.2328000,22.9147
0.2329000,22.2473
0.2330000,22.2473
0.2331000,22.6592
0.2332000,22.9147
0.2333000,22.5113
0.2334000,23.2563
0.2335000,22.9147
0.2336000,22.8688
0.2337000,22.7266
0.2338000,23.5820
0.2339000,22.9549
0.2340000,23.2750
0.2341000,22.5946
0.2342000,23.4557
0.2343000,23.4472
0.2344000,22.5085
0.2345000,23.3696
0.2346000,23.5820
0.2347000,22.7396
0.2348000,22.6161
0.2349000,22.3522
0.2350000,23.0036
0.2351000,23.5820
0.2352000,23.1056
0.2353000,22.2501
0.2354000,22.9147
0.2355000,23.3050
0.2356000,22.4139
0.2357000,22.9147
0.2358000,22.6105
0.2359000,22.7453
0.2360000,22.8660
0.2361000,22.0161
0.2362000,22.9147
0.2363000,23.5202
0.2364000,22.3793
0.2365000,23.2404
0.2366000,22.5431
0.2367000,22.2473
0.2368000,22.4869
0.2369000,23.3480
0.2370000,22.3279
0.2371000,22.9147
0.2372000,23.2619
0.2373000,23.5820
0.2374000,23.5147
0.2375000,23.1758
0.2376000,22.2175
0.2377000,22.8772
0.2378000,22.7397
0.2379000,22.6161
0.2380000,22.3522
0.2381000,22.9147
0.2382000,22.9147
0.2383000,23.3910
0.2384000,23.5765
0.2385000,22.4438
0.2386000,22.5244
0.2387000,22.8313
0.2388000,22.8043
0.2389000,22.5515
0.2390000,23.4125
0.2391000,22.9147
0.2392000,23.1327
0.2393000,23.1703
0.2394000,22.9147
0.2395000,22.2473
0.2396000,22.2473
0.2397000,23.2861
0.2398000,23.5362
0.2399000,23.1542
0.2400000,23.5820
0.2401000,21.7010
0.2402000,22.7613
0.2403000,22.9416
0.2404000,23.0411
0.2405000,23.5147
0.2406000,22.9147
0.2407000,23.3695
0.2408000,23.5820
0.2409000,23.0896
0.2410000,23.5820
0.2411000,23.0196
0.2412000,22.3362
0.2413000,22.9147
0.2414000,23.3910
0.2415000,23.5766
0.2416000,22.6402
0.2417000,22.8016
0.2418000,22.8313
0.2419000,23.4717
0.2420000,22.6106
0.2421000,22.7451
0.2422000,22.2716
0.2423000,22.6967
0.2424000,22.6590
0.2425000,22.9147
0.2426000,22.9147
0.2427000,23.2403
0.2428000,22.5434
0.2429000,23.4905
0.2430000,22.7263
0.2431000,23.5820
0.2432000,22.3281
0.2433000,22.7613
0.2434000,22.5944
0.2435000,22.3738
0.2436000,22.9819
0.2437000,23.3210
0.2438000,22.4599
0.2439000,22.8958
0.2440000,22.7398
0.2441000,22.2473
0.2442000,23.3721
0.2443000,22.5136
0.2444000,23.9668
0.2445000,23.1058
0.2446000,22.9200
0.2447000,24.0530
0.2448000,23.1919
0.2449000,23.4985
0.2450000,22.3576
0.2451000,22.6107
0.2452000,23.2429
0.2453000,22.9147
0.2454000,23.1326
0.2455000,23.5820
0.2456000,23.5820
0.2457000,23.4502
0.2458000,22.9147
0.2459000,22.3954
0.2460000,23.4907
0.2461000,22.4868
0.2462000,22.9147
0.2463000,22.9147
0.2464000,23.0680
0.2465000,23.2350
0.2466000,22.9147
0.2467000,22.9819
0.2468000,23.5820
0.2469000,23.1273
0.2470000,22.9147
0.2471000,22.9147
0.2472000,22.9147
0.2473000,22.9147
0.2474000,23.4046
0.2475000,22.5298
0.2476000,22.9147
0.2477000,23.5768
0.2478000,22.8363
0.2479000,23.0791
0.2480000,22.8312
0.2481000,22.5780
0.2482000,23.3375
0.2483000,23.2427
0.2484000,23.6061
0.2485000,23.5958
0.2486000,23.0705
0.2487000,22.3713
0.2488000,22.9147
0.2489000,23.2402
0.2490000,23.0628
0.2491000,22.3842
0.2492000,24.0100
0.2493000,23.1489
0.2494000,23.5415
0.2495000,23.5820
0.2496000,23.5820
0.2497000,23.0413
0.2498000,22.8475
0.2499000,22.2473
0.2500000,22.7020
0.2501000,23.5630
0.2502000,23.5820
0.2503000,23.2135
0.2504000,23.4769
0.2505000,23.0033
0.2506000,23.2996
0.2507000,22.4385
0.2508000,22.9172
0.2509000,23.1894
0.2510000,23.0274
0.2511000,23.5820
0.2512000,22.4677
0.2513000,23.2781
0.2514000,23.4123
0.2515000,22.2714
0.2516000,22.9147
0.2517000,23.3262
0.2518000,23.5820
0.2519000,23.5820
0.2520000,23.2566
0.2521000,23.4338
0.2522000,22.8691
0.2523000,22.4866
0.2524000,23.3477
0.2525000,22.9552
0.2526000,22.4005
0.2527000,23.2616
0.2528000,22.5006
0.2529000,22.8476
0.2530000,22.5082
0.2531000,22.9147
0.2532000,23.5630
0.2533000,23.5820
0.2534000,23.5820
0.2535000,23.5820
0.2536000,22.2473
0.2537000,22.2473
0.2538000,23.1995
0.2539000,22.2523
0.2540000,23.1895
0.2541000,22.6373
0.2542000,22.3310
0.2543000,22.3575
0.2544000,23.2185
0.2545000,23.5820
0.2546000,23.5820
0.2547000,23.5820
0.2548000,23.5820
0.2549000,22.9768
0.2550000,23.0463
0.2551000,23.5820
0.2552000,23.0629
0.2553000,22.9147
0.2554000,23.1539
0.2555000,23.5820
0.2556000,23.5820
0.2557000,22.9147
0.2558000,22.9147
0.2559000,22.9147
0.2560000,23.4479
0.2561000,22.5081
0.2562000,23.3692
0.2563000,22.9338
0.2564000,22.4220
0.2565000,23.2831
0.2566000,23.0199
0.2567000,22.9147
0.2568000,22.6324
0.2569000,22.7234
0.2570000,22.2498
0.2571000,22.7185
0.2572000,23.0272
0.2573000,22.4147
0.2574000,24.0292
0.2575000,22.9147
0.2576000,22.9147
0.2577000,22.9386
0.2578000,23.3643
0.2579000,22.9147
0.2580000,22.9147
0.2581000,22.3789
0.2582000,23.2400
0.2583000,23.0629
0.2584000,23.5365
0.2585000,22.9147
0.2586000,22.4817
0.2587000,23.5007
0.2588000,22.9147
0.2589000,22.9147
0.2590000,22.9147
0.2591000,22.8477
0.2592000,22.5081
0.2593000,22.4602
0.2594000,22.8955
0.2595000,23.0893
0.2596000,23.2137
0.2597000,22.9147
0.2598000,23.4050
0.2599000,22.2473
0.2600000,22.7233
0.2601000,22.9147
0.2602000,23.1108
0.2603000,22.8023
0.2604000,23.4145
0.2605000,22.9147
0.2606000,22.9147
0.2607000,22.9147
0.2608000,22.2951
0.2609000,23.5820
0.2610000,23.1706
0.2611000,22.9147
0.2612000,22.9147
0.2613000,23.2399
0.2614000,23.0630
0.2615000,22.2927
0.2616000,22.6755
0.2617000,23.5460
0.2618000,22.9961
0.2619000,22.7616
0.2620000,22.5941
0.2621000,22.9147
0.2622000,22.9816
0.2623000,23.0607
0.2624000,23.6106
0.2625000,22.9530
0.2626000,22.9147
0.2627000,22.9147
0.2628000,22.9147
0.2629000,22.9147
0.2630000,22.9147
0.2631000,22.9147
0.2632000,22.2497
0.2633000,22.7186
0.2634000,22.6371
0.2635000,22.3311
0.2636000,22.9147
0.2637000,22.9147
0.2638000,23.4121
0.2639000,22.9147
0.2640000,22.6971
0.2641000,22.2473
0.2642000,22.8524
0.2643000,23.4505
0.2644000,22.5895
0.2645000,23.2852
0.2646000,23.5367
0.2647000,22.9147
0.2648000,23.3475
0.2649000,23.5820
0.2650000,22.9147
0.2651000,23.2614
0.2652000,24.1225
0.2653000,22.8478
0.2654000,22.5080
0.2655000,22.4603
0.2656000,22.2473
0.2657000,23.4075
0.2658000,22.5464
0.2659000,22.8093
0.2660000,22.3357
0.2661000,23.1968
0.2662000,23.5820
0.2663000,22.9147
0.2664000,22.7187
0.2665000,22.2473
0.2666000,23.4143
0.2667000,22.4671
0.2668000,22.9747
0.2669000,23.2421
0.2670000,22.2473
0.2671000,22.4649
0.2672000,22.9147
0.2673000,23.5197
0.2674000,23.4506
0.2675000,23.2398
0.2676000,23.0631
0.2677000,22.2926
0.2678000,22.9147
0.2679000,22.4819
0.2680000,22.8739
0.2681000,22.2473
0.2682000,22.5940
0.2683000,22.9147
0.2684000,22.3810
0.2685000,23.5820
0.2686000,22.6734
0.2687000,23.5434
0.2688000,22.4218
0.2689000,22.9147
0.2690000,22.3527
0.2691000,22.9147
0.2692000,23.1967
0.2693000,23.5820
0.2694000,22.2496
0.2695000,22.9147
0.2696000,22.5250
0.2697000,23.4142
0.2698000,23.3623
0.2699000,22.8545
0.2700000,23.5820
0.2701000,23.5820
0.2702000,23.5820
0.2703000,23.5820
0.2704000,23.5820
0.2705000,23.4506
0.2706000,23.2398
0.2707000,23.5820
0.2708000,24.1588
0.2709000,22.4367
0.2710000,22.4455
0.2711000,22.9147
0.2712000,23.5820
0.2713000,22.8888
0.2714000,22.7877
0.2715000,22.3141
0.2716000,22.9147
0.2717000,22.4604
0.2718000,24.1913
0.2719000,22.5961
0.2720000,23.2139
0.2721000,22.9147
0.2722000,22.9147
0.2723000,23.1967
0.2724000,23.1062
0.2725000,22.9125
0.2726000,22.4432
0.2727000,22.9147
0.2728000,22.9147
0.2729000,23.4722
0.2730000,22.9147
0.2731000,22.9147
0.2732000,22.2473
0.2733000,22.2473
0.2734000,22.2473
0.2735000,22.2473
0.2736000,23.0460
0.2737000,23.5820
0.2738000,23.0632
0.2739000,22.9147
0.2740000,22.9147
0.2741000,22.4820
0.2742000,22.8738
0.2743000,22.2473
0.2744000,22.5939
0.2745000,22.9147
0.2746000,22.9814
0.2747000,23.0611
0.2748000,22.2473
0.2749000,23.5432
0.2750000,23.4077
0.2751000,22.9147
0.2752000,22.9147
0.2753000,22.4238
0.2754000,23.0181
0.2755000,22.2473
0.2756000,22.9126
0.2757000,22.6390
0.2758000,23.1924
0.2759000,22.9147
0.2760000,23.4723
0.2761000,23.5216
0.2762000,23.2549
0.2763000,22.2473
0.2764000,22.2473
0.2765000,22.2473
0.2766000,22.8522
0.2767000,22.9147
0.2768000,22.9147
0.2769000,23.4334
