sec,miliampere
0.2770000,23.5820
0.2771000,23.5820
0.2772000,23.1494
0.2773000,22.9147
0.2774000,23.0674
0.2775000,22.8890
0.2776000,22.7876
0.2777000,22.3140
0.2778000,22.9147
0.2779000,23.3688
0.2780000,22.9341
0.2781000,22.9147
0.2782000,22.5466
0.2783000,23.3709
0.2784000,22.8265
0.2785000,22.8112
0.2786000,24.0577
0.2787000,22.9147
0.2788000,22.9147
0.2789000,22.5251
0.2790000,22.8306
0.2791000,23.0244
0.2792000,23.5820
0.2793000,22.5877
0.2794000,22.2945
0.2795000,23.3647
0.2796000,22.9147
0.2797000,22.9147
0.2798000,23.4508
0.2799000,22.9147
0.2800000,22.3960
0.2801000,23.5369
0.2802000,22.9147
0.2803000,23.7798
0.2804000,22.9967
0.2805000,23.0674
0.2806000,22.8891
0.2807000,22.2473
0.2808000,22.9147
0.2809000,22.9147
0.2810000,23.3688
0.2811000,22.9342
0.2812000,22.9147
0.2813000,23.2826
0.2814000,23.0203
0.2815000,22.3355
0.2816000,22.9147
0.2817000,23.3903
0.2818000,22.9167
0.2819000,23.1905
0.2820000,22.6368
0.2821000,22.9147
0.2822000,23.4724
0.2823000,22.9147
0.2824000,23.4118
0.2825000,22.8911
0.2826000,22.4646
0.2827000,22.9147
0.2828000,22.9147
0.2829000,22.7835
0.2830000,22.5722
0.2831000,22.9147
0.2832000,22.3374
0.2833000,23.5820
0.2834000,23.1495
0.2835000,22.9147
0.2836000,23.4293
0.2837000,22.9147
0.2838000,22.3745
0.2839000,22.3139
0.2840000,22.6544
0.2841000,23.1554
0.2842000,23.5820
0.2843000,22.2473
0.2844000,23.3511
0.2845000,22.5644
0.2846000,23.4939
0.2847000,22.9147
0.2848000,22.9147
0.2849000,22.2473
0.2850000,22.4430
0.2851000,22.9147
0.2852000,22.9147
0.2853000,23.0243
0.2854000,23.2787
0.2855000,22.9147
0.2856000,22.9147
0.2857000,22.6975
0.2858000,22.2473
0.2859000,23.4567
0.2860000,23.4509
0.2861000,22.9147
0.2862000,22.9147
0.2863000,22.8697
0.2864000,22.2473
0.2865000,22.6798
0.2866000,22.9147
0.2867000,23.0673
0.2868000,23.2357
0.2869000,23.4548
0.2870000,22.9812
0.2871000,23.3218
0.2872000,22.9147
0.2873000,22.9147
0.2874000,22.7405
0.2875000,22.2473
0.2876000,23.3706
0.2877000,22.3354
0.2878000,22.6329
0.2879000,23.1983
0.2880000,22.9128
0.2881000,22.8343
0.2882000,23.0812
0.2883000,23.4136
0.2884000,22.3569
0.2885000,23.5212
0.2886000,22.7583
0.2887000,22.2942
0.2888000,23.1477
0.2889000,22.6582
0.2890000,23.5193
0.2891000,23.0457
0.2892000,23.2572
0.2893000,23.4332
0.2894000,22.8697
0.2895000,22.2473
0.2896000,23.1122
0.2897000,22.9559
0.2898000,23.0672
0.2899000,23.2357
0.2900000,22.3746
0.2901000,22.9811
0.2902000,23.5820
0.2903000,23.1281
0.2904000,23.5623
0.2905000,23.7271
0.2906000,22.9830
0.2907000,22.4589
0.2908000,23.0906
0.2909000,23.4042
0.2910000,22.7228
0.2911000,23.5820
0.2912000,23.3864
0.2913000,22.9147
0.2914000,22.9147
0.2915000,22.8052
0.2916000,22.8538
0.2917000,23.5820
0.2918000,22.2473
0.2919000,22.2473
0.2920000,22.6582
0.2921000,22.9147
0.2922000,23.3200
0.2923000,22.2473
0.2924000,23.2843
0.2925000,22.9147
0.2926000,22.9147
0.2927000,22.0500
0.2928000,21.5800
0.2929000,22.5523
0.2930000,23.2358
0.2931000,23.4547
0.2932000,22.8483
0.2933000,22.2473
0.2934000,22.7012
0.2935000,22.2671
0.2936000,22.5954
0.2937000,22.8465
0.2938000,22.8088
0.2939000,23.4941
0.2940000,23.1963
0.2941000,23.1066
0.2942000,23.5802
0.2943000,22.9147
0.2944000,22.9147
0.2945000,22.9147
0.2946000,23.3632
0.2947000,22.5505
0.2948000,22.9147
0.2949000,22.9147
0.2950000,23.1317
0.2951000,23.1712
0.2952000,23.5192
0.2953000,23.5820
0.2954000,22.9327
0.2955000,23.2842
0.2956000,23.5820
0.2957000,23.3434
0.2958000,23.3470
0.2959000,22.9560
0.2960000,23.0671
0.2961000,23.2358
0.2962000,23.4546
0.2963000,22.8483
0.2964000,22.2473
0.2965000,23.1550
0.2966000,22.2869
0.2967000,23.2341
0.2968000,22.9828
0.2969000,23.0206
0.2970000,22.9147
0.2971000,23.1963
0.2972000,22.6313
0.2973000,22.2491
0.2974000,23.1102
0.2975000,23.1928
0.2976000,22.3317
0.2977000,22.2473
0.2978000,22.5504
0.2979000,22.9147
0.2980000,22.9379
0.2981000,23.3650
0.2982000,22.9147
0.2983000,22.9147
0.2984000,22.3782
0.2985000,22.9147
0.2986000,22.9147
0.2987000,23.5820
0.2988000,23.3435
0.2989000,22.9147
0.2990000,22.2887
0.2991000,21.7324
0.2992000,22.2473
0.2993000,22.7872
0.2994000,22.9810
0.2995000,23.3220
0.2996000,22.9147
0.2997000,22.9147
0.2998000,23.2342
0.2999000,22.6150
0.3000000,23.4761
0.3001000,22.8269
0.3002000,22.5289
0.3003000,23.8652
0.3004000,23.5803
0.3005000,22.9147
0.3006000,23.3038
0.3007000,23.5820
0.3008000,23.0240
0.3009000,22.9759
0.3010000,22.2473
0.3011000,22.9147
0.3012000,23.1316
0.3013000,23.1713
0.3014000,23.5191
0.3015000,23.0455
0.3016000,23.9066
0.3017000,22.6944
0.3018000,23.6267
0.3019000,23.7724
0.3020000,22.9147
0.3021000,22.9147
0.3022000,23.5820
0.3023000,22.5437
0.3024000,22.6597
0.3025000,22.8484
0.3026000,22.2473
0.3027000,22.2473
0.3028000,53.9727
0.3029000,54.2795
0.3030000,54.2795
0.3031000,54.2795
0.3032000,54.2795
0.3033000,54.2795
0.3034000,54.2795
0.3035000,54.2795
0.3036000,54.2795
0.3037000,54.2795
0.3038000,54.2795
0.3039000,54.2795
0.3040000,54.2795
0.3041000,54.2795
0.3042000,54.2795
0.3043000,54.2795
0.3044000,54.2795
0.3045000,53.6751
0.3046000,54.4103
0.3047000,54.9468
0.3048000,54.4286
0.3049000,54.2795
0.3050000,54.0411
0.3051000,54.0443
0.3052000,54.2795
0.3053000,54.2795
0.3054000,54.2795
0.3055000,54.2795
0.3056000,54.3457
0.3057000,54.6869
0.3058000,54.2795
0.3059000,54.2795
0.3060000,54.2795
0.3061000,54.2795
0.3062000,54.2795
0.3063000,54.2795
0.3064000,54.2795
0.3065000,54.2795
0.3066000,54.2795
0.3067000,54.2795
0.3068000,54.2795
0.3069000,54.2795
0.3070000,54.2795
0.3071000,54.2795
0.3072000,54.2795
0.3073000,54.2795
0.3074000,54.2795
0.3075000,54.2795
0.3076000,54.2795
0.3077000,54.2795
0.3078000,54.2795
0.3079000,54.7977
0.3080000,54.2795
0.3081000,54.2795
0.3082000,54.2795
0.3083000,54.2795
0.3084000,54.2795
0.3085000,54.6255
0.3086000,54.4071
0.3087000,54.8807
0.3088000,54.2795
0.3089000,54.2795
0.3090000,54.2795
0.3091000,54.2795
0.3092000,54.2795
0.3093000,54.2795
0.3094000,54.2795
0.3095000,54.2795
0.3096000,54.2795
0.3097000,54.2795
0.3098000,54.2795
0.3099000,54.2795
0.3100000,54.2795
0.3101000,54.2795
0.3102000,54.2795
0.3103000,54.2795
0.3104000,54.2795
0.3105000,54.4963
0.3106000,54.5363
0.3107000,54.2795
0.3108000,54.2795
0.3109000,54.6039
0.3110000,54.4287
0.3111000,54.2795
0.3112000,54.2795
0.3113000,54.2795
0.3114000,54.2795
0.3115000,54.2795
0.3116000,54.2795
0.3117000,54.2795
0.3118000,54.2795
0.3119000,54.2795
0.3120000,54.2795
0.3121000,54.2795
0.3122000,54.2795
0.3123000,54.2795
0.3124000,54.2795
0.3125000,53.6997
0.3126000,54.2795
0.3127000,54.2795
0.3128000,54.2795
0.3129000,54.2795
0.3130000,54.2795
0.3131000,54.2795
0.3132000,54.2795
0.3133000,54.2795
0.3134000,54.7761
0.3135000,54.2795
0.3136000,54.2795
0.3137000,54.2795
0.3138000,54.8837
0.3139000,54.2795
0.3140000,48.4410
0.3141000,37.6045
0.3142000,54.2795
0.3143000,54.2795
0.3144000,54.2795
0.3145000,54.2795
0.3146000,54.2795
0.3147000,54.2795
0.3148000,54.2795
0.3149000,54.2795
0.3150000,54.2795
0.3151000,54.2795
0.3152000,54.2795
0.3153000,54.2795
0.3154000,53.9121
0.3155000,54.1733
0.3156000,54.2795
0.3157000,54.2795
0.3158000,54.2795
0.3159000,54.2795
0.3160000,54.2795
0.3161000,54.2795
0.3162000,54.2795
0.3163000,54.2795
0.3164000,54.2795
0.3165000,54.2795
0.3166000,54.2795
0.3167000,54.2795
0.3168000,54.2795
0.3169000,54.2795
0.3170000,54.2795
0.3171000,54.2795
0.3172000,53.7615
0.3173000,54.2795
0.3174000,54.2795
0.3175000,54.2795
0.3176000,54.2795
0.3177000,54.2795
0.3178000,54.2795
0.3179000,54.2795
0.3180000,54.2795
0.3181000,54.2795
0.3182000,43.3967
0.3183000,53.7960
0.3184000,54.2795
0.3185000,54.2795
0.3186000,54.2795
0.3187000,54.2795
0.3188000,54.2795
0.3189000,54.7545
0.3190000,54.2795
0.3191000,54.2795
0.3192000,54.2795
0.3193000,54.2795
0.3194000,54.2795
0.3195000,54.2795
0.3196000,54.2795
0.3197000,54.2795
0.3198000,54.2795
0.3199000,54.2795
0.3200000,54.2795
0.3201000,54.2795
0.3202000,54.2795
0.3203000,54.2795
0.3204000,54.2795
0.3205000,54.2795
0.3206000,54.2795
0.3207000,54.2795
0.3208000,54.2795
0.3209000,54.2795
0.3210000,38.0942
0.3211000,54.8809
0.3212000,54.2795
0.3213000,54.2795
0.3214000,54.2795
0.3215000,54.2795
0.3216000,54.2795
0.3217000,54.2795
0.3218000,54.2795
0.3219000,54.2795
0.3220000,54.2795
0.3221000,54.2795
0.3222000,54.2795
0.3223000,54.2795
0.3224000,54.2795
0.3225000,54.2795
0.3226000,54.5822
0.3227000,54.4504
0.3228000,54.2795
0.3229000,54.2795
0.3230000,54.2795
0.3231000,54.2795
0.3232000,54.2795
0.3233000,54.2795
0.3234000,54.2795
0.3235000,54.2795
0.3236000,54.2795
0.3237000,40.8929
0.3238000,32.3409
0.3239000,54.2795
0.3240000,54.2795
0.3241000,54.2795
0.3242000,54.3454
0.3243000,54.6872
0.3244000,54.2795
0.3245000,54.2795
0.3246000,54.7733
0.3247000,54.2795
0.3248000,54.2795
0.3249000,54.3669
0.3250000,54.6657
0.3251000,54.2795
0.3252000,54.2795
0.3253000,54.2795
0.3254000,54.2795
0.3255000,54.2795
0.3256000,54.2795
0.3257000,54.2795
0.3258000,54.2795
0.3259000,54.2795
0.3260000,54.2795
0.3261000,54.2795
0.3262000,54.2795
0.3263000,54.2795
0.3264000,54.2795
0.3265000,32.5283
0.3266000,28.7346
0.3267000,54.2795
0.3268000,54.2795
0.3269000,54.2795
0.3270000,54.2795
0.3271000,54.2795
0.3272000,54.2795
0.3273000,54.8810
0.3274000,54.2795
0.3275000,54.2795
0.3276000,54.2795
0.3277000,54.2795
0.3278000,54.2795
0.3279000,54.2795
0.3280000,54.2795
0.3281000,54.2795
0.3282000,54.2795
0.3283000,54.2795
0.3284000,54.2795
0.3285000,54.2795
0.3286000,54.2795
0.3287000,54.2795
0.3288000,54.2795
0.3289000,54.2795
0.3290000,53.6349
0.3291000,54.2795
0.3292000,54.2795
0.3293000,54.8834
0.3294000,54.2795
0.3295000,54.2795
0.3296000,54.2795
0.3297000,54.2795
0.3298000,54.2795
0.3299000,54.2795
0.3300000,54.2795
0.3301000,54.2795
0.3302000,54.2795
0.3303000,50.5041
0.3304000,54.2795
0.3305000,54.2795
0.3306000,54.2795
0.3307000,54.2795
0.3308000,54.2795
0.3309000,54.2795
0.3310000,54.2795
0.3311000,54.2795
0.3312000,48.0973
0.3313000,50.0426
0.3314000,54.2795
0.3315000,54.2795
0.3316000,54.6681
0.3317000,54.3645
0.3318000,54.2795
0.3319000,54.2795
0.3320000,54.2795
0.3321000,54.2795
0.3322000,54.4959
0.3323000,54.5367
0.3324000,54.2795
0.3325000,54.2795
0.3326000,54.6035
0.3327000,54.4291
0.3328000,54.3237
0.3329000,54.7089
0.3330000,54.2795
0.3331000,27.3870
0.3332000,54.2795
0.3333000,54.2795
0.3334000,54.2795
0.3335000,54.2795
0.3336000,54.2795
0.3337000,54.2795
0.3338000,54.2795
0.3339000,54.2795
0.3340000,54.2795
0.3341000,54.2795
0.3342000,54.2795
0.3343000,54.2795
0.3344000,54.2795
0.3345000,54.2795
0.3346000,54.2795
0.3347000,54.2795
0.3348000,54.2795
0.3349000,54.2795
0.3350000,54.2795
0.3351000,54.2795
0.3352000,54.2795
0.3353000,54.2795
0.3354000,54.2795
0.3355000,54.2795
0.3356000,54.2795
0.3357000,54.2795
0.3358000,54.2795
0.3359000,54.2795
0.3360000,54.2795
0.3361000,54.7111
0.3362000,54.3215
0.3363000,54.2795
0.3364000,53.9340
0.3365000,54.1514
0.3366000,54.2795
0.3367000,54.2795
0.3368000,54.2795
0.3369000,54.2795
0.3370000,54.2795
0.3371000,54.2795
0.3372000,54.2795
0.3373000,52.9721
0.3374000,48.4830
0.3375000,54.2795
0.3376000,30.9594
0.3377000,54.2795
0.3378000,41.8465
0.3379000,51.5574
0.3380000,30.0227
0.3381000,42.2372
0.3382000,54.2795
0.3383000,54.2795
0.3384000,51.2512
0.3385000,36.7359
0.3386000,44.2696
0.3387000,30.6623
0.3388000,41.5735
0.3389000,54.2795
0.3390000,30.3435
0.3391000,33.2548
0.3392000,47.9135
0.3393000,33.0193
0.3394000,30.1949
0.3395000,31.5665
0.3396000,49.7943
0.3397000,51.5132
0.3398000,31.7387
0.3399000,31.3758
0.3400000,53.5818
0.3401000,35.0090
0.3402000,42.5367
0.3403000,50.8672
0.3404000,51.1436
0.3405000,30.5362
0.3406000,47.5334
0.3407000,30.2912
0.3408000,47.6585
0.3409000,31.9785
0.3410000,51.4706
0.3411000,28.3620
0.3412000,29.8278
0.3413000,48.2864
0.3414000,54.2795
0.3415000,47.5757
0.3416000,46.3018
0.3417000,54.2795
0.3418000,50.2452
0.3419000,31.9727
0.3420000,31.2906
0.3421000,35.5801
0.3422000,46.4332
0.3423000,32.2574
0.3424000,35.3836
0.3425000,36.2305
0.3426000,40.8091
0.3427000,49.2796
0.3428000,32.6803
0.3429000,54.6876
0.3430000,54.7325
0.3431000,38.1310
0.3432000,37.9719
0.3433000,54.2795
0.3434000,35.2174
0.3435000,54.2795
0.3436000,54.2795
0.3437000,38.6198
0.3438000,28.2571
0.3439000,30.9227
0.3440000,44.5175
0.3441000,54.2795
0.3442000,50.4796
0.3443000,41.5036
0.3444000,39.8940
0.3445000,32.9247
0.3446000,32.2761
0.3447000,31.3327
0.3448000,52.1152
0.3449000,49.8566
0.3450000,31.2662
0.3451000,49.0375
0.3452000,34.3318
0.3453000,46.1973
0.3454000,46.2595
0.3455000,54.9047
0.3456000,42.6613
0.3457000,50.4155
0.3458000,54.8186
0.3459000,51.9220
0.3460000,39.5876
0.3461000,43.4083
0.3462000,53.7844
0.3463000,36.9817
0.3464000,54.2795
0.3465000,40.2646
0.3466000,51.9305
0.3467000,42.9992
0.3468000,54.1754
0.3469000,54.2795
0.3470000,54.2795
0.3471000,54.2795
0.3472000,54.2795
0.3473000,54.2795
0.3474000,54.2795
0.3475000,54.2795
0.3476000,54.2795
0.3477000,54.2795
0.3478000,54.2795
0.3479000,54.2795
0.3480000,54.8168
0.3481000,54.2795
0.3482000,54.2795
0.3483000,54.2795
0.3484000,54.2795
0.3485000,53.8481
0.3486000,54.8624
0.3487000,54.2795
0.3488000,54.2795
0.3489000,54.2795
0.3490000,54.2795
0.3491000,54.2795
0.3492000,54.2795
0.3493000,54.2795
0.3494000,54.2795
0.3495000,54.2795
0.3496000,54.2795
0.3497000,54.2795
0.3498000,54.2795
0.3499000,54.2795
0.3500000,54.2795
0.3501000,54.2795
0.3502000,54.2795
0.3503000,54.2795
0.3504000,54.2795
0.3505000,54.2795
0.3506000,54.2795
0.3507000,54.2795
0.3508000,54.4956
0.3509000,54.5370
0.3510000,53.6759
0.3511000,54.2795
0.3512000,54.2795
0.3513000,54.2795
0.3514000,54.2795
0.3515000,54.2795
0.3516000,53.8482
0.3517000,54.2372
0.3518000,54.2795
0.3519000,54.2795
0.3520000,54.8185
0.3521000,54.2795
0.3522000,54.5386
0.3523000,54.4940
0.3524000,54.9261
0.3525000,54.2795
0.3526000,54.2795
0.3527000,54.2795
0.3528000,54.2795
0.3529000,54.2795
0.3530000,54.2795
0.3531000,54.2787
0.3532000,53.8067
0.3533000,54.2795
0.3534000,54.2795
0.3535000,54.2795
0.3536000,54.2795
0.3537000,54.2795
0.3538000,54.2795
0.3539000,54.2795
0.3540000,54.2795
0.3541000,54.2795
0.3542000,54.8169
0.3543000,54.2795
0.3544000,54.2795
0.3545000,54.2795
0.3546000,54.2795
0.3547000,54.2795
0.3548000,54.9045
0.3549000,54.2795
0.3550000,54.2795
0.3551000,54.2795
0.3552000,54.2795
0.3553000,54.2795
0.3554000,54.2795
0.3555000,54.2795
0.3556000,54.2795
0.3557000,54.2795
0.3558000,54.2795
0.3559000,54.2795
0.3560000,54.2795
0.3561000,54.2795
0.3562000,54.2795
0.3563000,54.2795
0.3564000,54.2795
0.3565000,54.2795
0.3566000,54.2795
0.3567000,54.2795
0.3568000,54.2795
0.3569000,54.2795
0.3570000,54.2795
0.3571000,54.2795
0.3572000,54.2795
0.3573000,54.2795
0.3574000,54.2795
0.3575000,54.2795
0.3576000,54.2795
0.3577000,54.2795
0.3578000,54.2795
0.3579000,54.2795
0.3580000,54.2795
0.3581000,54.2795
0.3582000,54.2795
0.3583000,54.2795
0.3584000,54.2795
0.3585000,54.2795
0.3586000,54.2795
0.3587000,54.2795
0.3588000,54.2795
0.3589000,54.2795
0.3590000,54.2795
0.3591000,54.2795
0.3592000,54.2795
0.3593000,54.9462
0.3594000,54.2795
0.3595000,54.6677
0.3596000,54.3649
0.3597000,54.8385
0.3598000,54.2795
0.3599000,54.2795
0.3600000,54.3017
0.3601000,54.7309
0.3602000,54.2795
0.3603000,54.2795
0.3604000,53.7420
0.3605000,42.9550
0.3606000,34.5438
0.3607000,54.9031
0.3608000,54.2795
0.3609000,54.2795
0.3610000,54.2795
0.3611000,54.2795
0.3612000,54.2795
0.3613000,54.2795
0.3614000,54.2795
0.3615000,54.2795
0.3616000,54.2795
0.3617000,54.2795
0.3618000,54.2795
0.3619000,54.2795
0.3620000,54.2795
0.3621000,54.2795
0.3622000,54.2795
0.3623000,54.2795
0.3624000,54.2795
0.3625000,54.2795
0.3626000,54.2795
0.3627000,54.2795
0.3628000,54.2795
0.3629000,54.2795
0.3630000,54.2795
0.3631000,54.2795
0.3632000,54.2795
0.3633000,54.2795
0.3634000,54.2795
0.3635000,54.2795
0.3636000,54.2795
0.3637000,54.2795
0.3638000,54.9032
0.3639000,54.2795
0.3640000,54.2795
0.3641000,54.2795
0.3642000,54.2795
0.3643000,54.2795
0.3644000,54.2795
0.3645000,54.8817
0.3646000,54.2795
0.3647000,54.2795
0.3648000,54.2795
0.3649000,54.2795
0.3650000,54.2795
0.3651000,54.8398
0.3652000,54.2795
0.3653000,54.2795
0.3654000,54.2795
0.3655000,54.9463
0.3656000,54.2795
0.3657000,54.6675
0.3658000,54.3650
0.3659000,54.2795
0.3660000,54.2795
0.3661000,54.2795
0.3662000,54.2795
0.3663000,54.2795
0.3664000,54.2795
0.3665000,54.2795
0.3666000,54.2795
0.3667000,53.9560
0.3668000,54.6465
0.3669000,54.9032
0.3670000,54.2795
0.3671000,54.2795
0.3672000,54.2795
0.3673000,54.2795
0.3674000,54.2795
0.3675000,54.8182
0.3676000,54.3446
0.3677000,54.6880
0.3678000,54.2795
0.3679000,54.2795
0.3680000,54.2795
0.3681000,54.2795
0.3682000,54.2795
0.3683000,54.3661
0.3684000,54.6665
0.3685000,54.2795
0.3686000,54.2795
0.3687000,54.2795
0.3688000,54.2795
0.3689000,54.2795
0.3690000,52.7470
0.3691000,50.9904
0.3692000,54.2795
0.3693000,54.2795
0.3694000,54.2795
0.3695000,54.2795
0.3696000,54.2795
0.3697000,54.2795
0.3698000,54.2795
0.3699000,54.2795
0.3700000,54.2795
0.3701000,54.2795
0.3702000,54.2795
0.3703000,54.2795
0.3704000,54.2795
0.3705000,54.2795
0.3706000,54.2795
0.3707000,54.2144
0.3708000,53.8710
0.3709000,54.2795
0.3710000,54.2795
0.3711000,54.2795
0.3712000,54.2795
0.3713000,54.2795
0.3714000,54.2795
0.3715000,54.2795
0.3716000,54.7536
0.3717000,54.2795
0.3718000,54.2795
0.3719000,54.2795
0.3720000,54.2795
0.3721000,54.2795
0.3722000,54.2795
0.3723000,54.2795
0.3724000,53.5763
0.3725000,39.8277
0.3726000,54.2795
0.3727000,54.2795
0.3728000,54.2795
0.3729000,54.2795
0.3730000,54.2795
0.3731000,54.2795
0.3732000,54.2795
0.3733000,54.2795
0.3734000,54.2795
0.3735000,54.2795
0.3736000,54.2795
0.3737000,54.2795
0.3738000,54.2795
0.3739000,54.2795
0.3740000,54.7320
0.3741000,54.3006
0.3742000,54.2795
0.3743000,54.2795
0.3744000,54.2795
0.3745000,54.2795
0.3746000,54.2795
0.3747000,54.2795
0.3748000,54.2799
0.3749000,54.7527
0.3750000,54.2795
0.3751000,54.2795
0.3752000,54.2795
0.3753000,54.2795
0.3754000,54.2795
0.3755000,54.2795
0.3756000,54.2795
0.3757000,54.6889
0.3758000,54.9468
0.3759000,25.5840
0.3760000,39.8088
0.3761000,54.4298
0.3762000,54.2795
0.3763000,54.2795
0.3764000,54.2795
0.3765000,54.2795
0.3766000,54.2795
0.3767000,54.2795
0.3768000,54.2795
0.3769000,54.2795
0.3770000,54.2795
0.3771000,54.2795
0.3772000,54.2795
0.3773000,54.2795
0.3774000,54.2795
0.3775000,54.2795
0.3776000,54.2795
0.3777000,54.2795
0.3778000,54.7534
0.3779000,54.2795
0.3780000,54.2795
0.3781000,54.2795
0.3782000,54.2795
0.3783000,54.2795
0.3784000,54.2795
0.3785000,54.2795
0.3786000,54.2795
0.3787000,54.2795
0.3788000,54.2795
0.3789000,54.2795
0.3790000,54.2795
0.3791000,54.2795
0.3792000,53.7625
0.3793000,53.2383
0.3794000,43.9544
0.3795000,54.2795
0.3796000,54.2795
0.3797000,54.2795
0.3798000,54.2795
0.3799000,54.2795
0.3800000,54.2795
0.3801000,54.5381
0.3802000,54.4945
0.3803000,54.2795
0.3804000,54.2795
0.3805000,54.2795
0.3806000,54.2795
0.3807000,54.2795
0.3808000,54.2795
0.3809000,54.2795
0.3810000,54.2798
0.3811000,54.7528
0.3812000,54.6673
0.3813000,54.3653
0.3814000,54.2795
0.3815000,54.2795
0.3816000,54.2795
0.3817000,54.2795
0.3818000,54.2795
0.3819000,54.2795
0.3820000,54.2795
0.3821000,54.8174
0.3822000,54.6027
0.3823000,54.4299
0.3824000,54.2795
0.3825000,54.2795
0.3826000,54.2795
0.3827000,54.2795
0.3828000,54.2795
0.3829000,54.2795
0.3830000,54.2795
0.3831000,54.2795
0.3832000,54.2795
0.3833000,54.2795
0.3834000,54.2795
0.3835000,54.2795
0.3836000,54.2795
0.3837000,54.2795
0.3838000,54.8605
0.3839000,43.0754
0.3840000,44.6444
0.3841000,54.2795
0.3842000,54.2795
0.3843000,54.2795
0.3844000,54.2795
0.3845000,54.2795
0.3846000,54.2795
0.3847000,54.2795
0.3848000,54.2795
0.3849000,54.4950
0.3850000,54.5376
0.3851000,54.2795
0.3852000,54.2795
0.3853000,54.2795
0.3854000,54.2795
0.3855000,54.2795
0.3856000,54.2795
0.3857000,54.2795
0.3858000,54.2795
0.3859000,54.2795
0.3860000,53.9349
0.3861000,54.1505
0.3862000,54.2795
0.3863000,54.2795
0.3864000,43.8772
0.3865000,54.4351
0.3866000,54.2795
0.3867000,54.2795
0.3868000,54.2795
0.3869000,54.2795
0.3870000,54.2795
0.3871000,54.7533
0.3872000,54.2795
0.3873000,54.2795
0.3874000,54.2795
0.3875000,54.2795
0.3876000,54.2795
0.3877000,47.6451
0.3878000,50.9901
0.3879000,54.2795
0.3880000,54.2795
0.3881000,54.2795
0.3882000,54.2795
0.3883000,54.2795
0.3884000,54.2795
0.3885000,54.2795
0.3886000,54.2795
0.3887000,54.2795
0.3888000,54.2795
0.3889000,43.6639
0.3890000,49.1505
0.3891000,43.3062
0.3892000,54.8178
0.3893000,54.2795
0.3894000,54.2795
0.3895000,48.8528
0.3896000,37.8740
0.3897000,54.2795
0.3898000,49.1540
0.3899000,34.8595
0.3900000,54.3658
0.3901000,54.9468
0.3902000,54.4731
0.3903000,30.9229
0.3904000,31.3962
0.3905000,44.4895
0.3906000,37.4199
0.3907000,43.0881
0.3908000,54.2795
0.3909000,54.2795
0.3910000,31.0350
0.3911000,54.2795
0.3912000,54.2795
0.3913000,54.2795
0.3914000,31.0520
0.3915000,30.6210
0.3916000,48.7084
0.3917000,33.0578
0.3918000,54.2795
0.3919000,54.2795
0.3920000,41.7916
0.3921000,38.1768
0.3922000,45.2412
0.3923000,54.2795
0.3924000,35.5973
0.3925000,44.7177
0.3926000,46.3182
0.3927000,54.2795
0.3928000,53.2456
0.3929000,52.4718
0.3930000,54.2795
0.3931000,52.6417
0.3932000,37.4010
0.3933000,31.1164
0.3934000,32.2603
0.3935000,47.8832
0.3936000,45.0472
0.3937000,35.6776
0.3938000,54.2795
0.3939000,44.6329
0.3940000,31.4391
0.3941000,42.4811
0.3942000,29.1360
0.3943000,29.5880
0.3944000,51.8926
0.3945000,38.6744
0.3946000,42.6525
0.3947000,31.8055
0.3948000,33.3990
0.3949000,45.4763
0.3950000,54.9468
0.3951000,54.3225
0.3952000,48.8527
0.3953000,30.2554
0.3954000,49.6316
0.3955000,33.4628
0.3956000,31.4823
0.3957000,32.5159
0.3958000,47.8009
0.3959000,48.2504
0.3960000,30.5567
0.3961000,49.8464
0.3962000,36.2626
0.3963000,54.2795
0.3964000,38.6497
0.3965000,30.9233
0.3966000,40.0282
0.3967000,45.7127
0.3968000,54.3656
0.3969000,33.0118
0.3970000,43.7304
0.3971000,48.2528
0.3972000,33.6143
0.3973000,54.2795
0.3974000,39.5544
0.3975000,30.8581
0.3976000,30.3846
0.3977000,30.9227
0.3978000,49.0058
0.3979000,52.8584
0.3980000,31.7838
0.3981000,45.9918
0.3982000,54.2795
0.3983000,34.0011
0.3984000,48.4672
0.3985000,54.2795
0.3986000,54.2795
0.3987000,54.2795
0.3988000,54.2795
0.3989000,54.2795
0.3990000,54.7746
0.3991000,54.2795
0.3992000,54.2795
0.3993000,54.2795
0.3994000,54.2795
0.3995000,54.2795
0.3996000,54.2795
0.3997000,54.2795
0.3998000,54.2795
0.3999000,54.2795
0.4000000,54.2795
0.4001000,54.2795
0.4002000,54.2795
0.4003000,54.2795
0.4004000,54.2795
0.4005000,54.2795
0.4006000,54.2795
0.4007000,54.2795
0.4008000,54.6024
0.4009000,54.4302
0.4010000,54.9038
0.4011000,54.2795
0.4012000,54.7100
0.4013000,54.3226
0.4014000,54.2795
0.4015000,54.2795
0.4016000,54.2795
0.4017000,54.8823
0.4018000,54.2795
0.4019000,54.2795
0.4020000,54.2795
0.4021000,54.2795
0.4022000,54.2795
0.4023000,54.2795
0.4024000,54.2795
0.4025000,54.2795
0.4026000,54.2795
0.4027000,54.2795
0.4028000,54.2795
0.4029000,54.2795
0.4030000,54.2795
0.4031000,54.2795
0.4032000,54.2795
0.4033000,54.2795
0.4034000,54.2795
0.4035000,54.2795
0.4036000,54.6884
0.4037000,54.3442
0.4038000,54.4086
0.4039000,54.9468
0.4040000,54.4303
0.4041000,54.2795
