Time (s),1 (AMP),
-3.88989262354,0.0695838212268427,
-3.88958262292,0.0695838212268427,
-3.8892726223,0.0687798012513667,
-3.88896262168,0.0695838212268427,
-3.88865262106,0.0711918611777946,
-3.88834262044,0.0711918611777946,
-3.88803261982,0.0695838212268427,
-3.8877226192,0.0703878412023187,
-3.88741261858,0.0695838212268427,
-3.88710261796,0.0703878412023187,
-3.88679261734,0.0695838212268427,
-3.88648261672,0.0695838212268427,
-3.8861726161,0.0703878412023187,
-3.88586261548,0.0695838212268427,
-3.88555261486,0.0695838212268427,
-3.88524261424,0.0695838212268427,
-3.88493261362,0.0703878412023187,
-3.884622613,0.0695838212268427,
-3.88431261238,0.0695838212268427,
-3.88400261176,0.0695838212268427,
-3.88369261114,0.0695838212268427,
-3.88338261052,0.0703878412023187,
-3.8830726099,0.0703878412023187,
-3.88276260928,0.0695838212268427,
-3.88245260866,0.0703878412023187,
-3.88214260804,0.0695838212268427,
-3.88183260742,0.0695838212268427,
-3.8815226068,0.0703878412023187,
-3.88121260618,0.0695838212268427,
-3.88090260556,0.0695838212268427,
-3.88059260494,0.0703878412023187,
-3.88028260432,0.0695838212268427,
-3.8799726037,0.0695838212268427,
-3.87966260308,0.0703878412023187,
-3.87935260246,0.0695838212268427,
-3.87904260184,0.0695838212268427,
-3.87873260122,0.0703878412023187,
-3.8784226006,0.0768200010061264,
-3.87811259998,0.0607396014966071,
-3.87780259936,0.0607396014966071,
-3.87749259874,0.061543621472083,
-3.87718259812,0.0719958811532706,
-3.8768725975,0.0752119610551745,
-3.87656259688,0.0792320609325543,
-3.87625259626,0.0744079410796985,
-3.87594259564,0.0752119610551745,
-3.87563259502,0.0768200010061264,
-3.8753225944,0.0768200010061264,
-3.87501259378,0.0760159810306504,
-3.87470259316,0.0752119610551745,
-3.87439259254,0.0768200010061264,
-3.87408259192,0.0760159810306504,
-3.8737725913,0.0784280409570783,
-3.87346259068,0.0768200010061264,
-3.87315259006,0.0760159810306504,
-3.87284258944,0.0768200010061264,
-3.87253258882,0.0744079410796985,
-3.8722225882,0.0727999011287466,
-3.87191258758,0.0736039211042225,
-3.87160258696,0.0719958811532706,
-3.87129258634,0.0711918611777946,
-3.87098258572,0.0727999011287466,
-3.8706725851,0.0719958811532706,
-3.87036258448,0.0736039211042225,
-3.87005258386,0.0671717613004148,
-3.86974258324,0.0800360809080303,
-3.86943258262,0.0760159810306504,
-3.869122582,0.0752119610551745,
-3.86881258138,0.0784280409570783,
-3.86850258076,0.0760159810306504,
-3.86819258014,0.0736039211042225,
-3.86788257952,0.0736039211042225,
-3.8675725789,0.0768200010061264,
-3.86726257828,0.0760159810306504,
-3.86695257766,0.0760159810306504,
-3.86664257704,0.0760159810306504,
-3.86633257642,0.0768200010061264,
-3.8660225758,0.0752119610551745,
-3.86571257518,0.0752119610551745,
-3.86540257456,0.0736039211042225,
-3.86509257394,0.0727999011287466,
-3.86478257332,0.0744079410796985,
-3.8644725727,0.0736039211042225,
-3.86416257208,0.0736039211042225,
-3.86385257146,0.0719958811532706,
-3.86354257084,0.0768200010061264,
-3.86323257022,0.0808401008835062,
-3.8629225696,0.0784280409570783,
-3.86261256898,0.0760159810306504,
-3.86230256836,0.0752119610551745,
-3.86199256774,0.0760159810306504,
-3.86168256712,0.0744079410796985,
-3.8613725665,0.0760159810306504,
-3.86106256588,0.0752119610551745,
-3.86075256526,0.0736039211042225,
-3.86044256464,0.0760159810306504,
-3.86013256402,0.0760159810306504,
-3.8598225634,0.0760159810306504,
-3.85951256278,0.0736039211042225,
-3.85920256216,0.0736039211042225,
-3.85889256154,0.0760159810306504,
-3.85858256092,0.0752119610551745,
-3.8582725603,0.0752119610551745,
-3.85796255968,0.0744079410796985,
-3.85765255906,0.0744079410796985,
-3.85734255844,0.0736039211042225,
-3.85703255782,0.0727999011287466,
-3.8567225572,0.0752119610551745,
-3.85641255658,0.0800360809080303,
-3.85610255596,0.0776240209816024,
-3.85579255534,0.0752119610551745,
-3.85548255472,0.0760159810306504,
-3.8551725541,0.0752119610551745,
-3.85486255348,0.0744079410796985,
-3.85455255286,0.0744079410796985,
-3.85424255224,0.0736039211042225,
-3.85393255162,0.0744079410796985,
-3.853622551,0.0736039211042225,
-3.85331255038,0.0744079410796985,
-3.85300254976,0.0744079410796985,
-3.85269254914,0.0744079410796985,
-3.85238254852,0.0711918611777946,
-3.8520725479,0.0703878412023187,
-3.85176254728,0.0719958811532706,
-3.85145254666,0.0711918611777946,
-3.85114254604,0.0719958811532706,
-3.85083254542,0.0727999011287466,
-3.8505225448,0.0703878412023187,
-3.85021254418,0.0695838212268427,
-3.84990254356,0.0832521608099341,
-3.84959254294,0.0792320609325543,
-3.84928254232,0.0768200010061264,
-3.8489725417,0.0752119610551745,
-3.84866254108,0.0768200010061264,
-3.84835254046,0.0744079410796985,
-3.84804253984,0.0752119610551745,
-3.84773253922,0.0736039211042225,
-3.8474225386,0.0752119610551745,
-3.84711253798,0.0752119610551745,
-3.84680253736,0.0752119610551745,
-3.84649253674,0.0727999011287466,
-3.84618253612,0.0719958811532706,
-3.8458725355,0.0719958811532706,
-3.84556253488,0.0727999011287466,
-3.84525253426,0.0719958811532706,
-3.84494253364,0.0719958811532706,
-3.84463253302,0.0727999011287466,
-3.8443225324,0.0687798012513667,
-3.84401253178,0.0703878412023187,
-3.84370253116,0.0711918611777946,
-3.84339253054,0.0736039211042225,
-3.84308252992,0.0679757812758908,
-3.8427725293,0.0776240209816024,
-3.84246252868,0.0776240209816024,
-3.84215252806,0.0768200010061264,
-3.84184252744,0.0776240209816024,
-3.84153252682,0.0776240209816024,
-3.8412225262,0.0776240209816024,
-3.84091252558,0.0760159810306504,
-3.84060252496,0.0784280409570783,
-3.84029252434,0.0736039211042225,
-3.83998252372,0.0744079410796985,
-3.8396725231,0.0736039211042225,
-3.83936252248,0.0744079410796985,
-3.83905252186,0.0744079410796985,
-3.83874252124,0.0744079410796985,
-3.83843252062,0.0744079410796985,
-3.83812252,0.0736039211042225,
-3.83781251938,0.0736039211042225,
-3.83750251876,0.0719958811532706,
-3.83719251814,0.0719958811532706,
-3.83688251752,0.0719958811532706,
-3.8365725169,0.0736039211042225,
-3.83626251628,0.0776240209816024,
-3.83595251566,0.0784280409570783,
-3.83564251504,0.0768200010061264,
-3.83533251442,0.0776240209816024,
-3.8350225138,0.0776240209816024,
-3.83471251318,0.0760159810306504,
-3.83440251256,0.0752119610551745,
-3.83409251194,0.0768200010061264,
-3.83378251132,0.0760159810306504,
-3.8334725107,0.0752119610551745,
-3.83316251008,0.0752119610551745,
-3.83285250946,0.0760159810306504,
-3.83254250884,0.0760159810306504,
-3.83223250822,0.0736039211042225,
-3.8319225076,0.0736039211042225,
-3.83161250698,0.0760159810306504,
-3.83130250636,0.0752119610551745,
-3.83099250574,0.0752119610551745,
-3.83068250512,0.0760159810306504,
-3.8303725045,0.0736039211042225,
-3.83006250388,0.0711918611777946,
-3.82975250326,0.0687798012513667,
-3.82944250264,0.0784280409570783,
-3.82913250202,0.0792320609325543,
-3.8288225014,0.0760159810306504,
-3.82851250078,0.0784280409570783,
-3.82820250016,0.0784280409570783,
-3.82789249954,0.0776240209816024,
-3.82758249892,0.0784280409570783,
-3.8272724983,0.0760159810306504,
-3.82696249768,0.0752119610551745,
-3.82665249706,0.0768200010061264,
-3.82634249644,0.0752119610551745,
-3.82603249582,0.0752119610551745,
-3.8257224952,0.0744079410796985,
-3.82541249458,0.0744079410796985,
-3.82510249396,0.0744079410796985,
-3.82479249334,0.0736039211042225,
-3.82448249272,0.0736039211042225,
-3.8241724921,0.0736039211042225,
-3.82386249148,0.0752119610551745,
-3.82355249086,0.0719958811532706,
-3.82324249024,0.0744079410796985,
-3.82293248962,0.0703878412023187,
-3.822622489,0.0784280409570783,
-3.82231248838,0.0760159810306504,
-3.82200248776,0.0760159810306504,
-3.82169248714,0.0752119610551745,
-3.82138248652,0.0768200010061264,
-3.8210724859,0.0760159810306504,
-3.82076248528,0.0752119610551745,
-3.82045248466,0.0736039211042225,
-3.82014248404,0.0760159810306504,
-3.81983248342,0.0760159810306504,
-3.8195224828,0.0744079410796985,
-3.81921248218,0.0736039211042225,
-3.81890248156,0.0744079410796985,
-3.81859248094,0.0719958811532706,
-3.81828248032,0.0736039211042225,
-3.8179724797,0.0736039211042225,
-3.81766247908,0.0711918611777946,
-3.81735247846,0.0719958811532706,
-3.81704247784,0.0736039211042225,
-3.81673247722,0.0719958811532706,
-3.8164224766,0.0727999011287466,
-3.81611247598,0.0703878412023187,
-3.81580247536,0.0776240209816024,
-3.81549247474,0.0776240209816024,
-3.81518247412,0.0792320609325543,
-3.8148724735,0.0784280409570783,
-3.81456247288,0.0776240209816024,
-3.81425247226,0.0768200010061264,
-3.81394247164,0.0760159810306504,
-3.81363247102,0.0768200010061264,
