second, ampere
-151.7000E-03,+13.9037
-151.6000E-03,+13.7138
-151.5000E-03,+12.9565
-151.4000E-03,+13.0808
-151.3000E-03,+12.6766
-151.2000E-03,+12.9046
-151.1000E-03,+13.4125
-151.0000E-03,+12.9046
-150.9000E-03,+12.9046
-150.8000E-03,+13.4986
-150.7000E-03,+12.9046
-150.6000E-03,+12.9046
-150.5000E-03,+14.2138
-150.4000E-03,+13.5720
-150.3000E-03,+13.1972
-150.2000E-03,+14.0416
-150.1000E-03,+12.9046
-150.0000E-03,+13.1932
-149.9000E-03,+13.0896
-149.8000E-03,+13.5632
-149.7000E-03,+12.9046
-149.6000E-03,+12.9046
-149.5000E-03,+13.4946
-149.4000E-03,+13.3392
-149.3000E-03,+12.5474
-149.2000E-03,+13.4085
-149.1000E-03,+12.9046
-149.0000E-03,+13.1286
-148.9000E-03,+13.1542
-148.8000E-03,+13.5161
-148.7000E-03,+12.9046
-148.6000E-03,+12.5730
-148.5000E-03,+12.7627
-148.4000E-03,+13.5720
-148.3000E-03,+13.3264
-148.2000E-03,+12.9046
-148.1000E-03,+12.9046
-148.0000E-03,+12.9046
-147.9000E-03,+13.2578
-147.8000E-03,+13.0250
-147.7000E-03,+13.5720
-147.6000E-03,+13.5720
-147.5000E-03,+13.5720
-147.4000E-03,+13.5720
-147.3000E-03,+13.5720
-147.2000E-03,+13.9466
-147.1000E-03,+13.1024
-147.0000E-03,+12.9046
-146.9000E-03,+12.9046
-146.8000E-03,+13.8692
-146.7000E-03,+12.9133
-146.6000E-03,+13.1670
-146.5000E-03,+13.0297
-146.4000E-03,+12.9820
-146.3000E-03,+13.4556
-146.2000E-03,+13.2147
-146.1000E-03,+13.0681
-146.0000E-03,+13.5720
-145.9000E-03,+13.3480
-145.8000E-03,+13.3223
-145.7000E-03,+13.5720
-145.6000E-03,+13.4341
-145.5000E-03,+13.2362
-145.4000E-03,+13.0466
-145.3000E-03,+13.5202
-145.2000E-03,+12.9046
-145.1000E-03,+12.9046
-145.0000E-03,+13.5376
-144.9000E-03,+12.9046
-144.8000E-03,+13.2577
-144.7000E-03,+13.5720
-144.6000E-03,+13.4987
-144.5000E-03,+12.9046
-144.4000E-03,+12.9046
-144.3000E-03,+13.5591
-144.2000E-03,+12.7237
-144.1000E-03,+12.9865
-144.0000E-03,+13.0036
-143.9000E-03,+14.0497
-143.8000E-03,+13.4817
-143.7000E-03,+13.7570
-143.6000E-03,+12.9133
-143.5000E-03,+13.3696
-143.4000E-03,+12.5085
-143.3000E-03,+13.4171
-143.2000E-03,+13.0209
-143.1000E-03,+13.5720
-143.0000E-03,+13.0682
-142.9000E-03,+13.5418
-142.8000E-03,+13.1285
-142.7000E-03,+13.5720
-142.6000E-03,+13.5720
-142.5000E-03,+13.0424
-142.4000E-03,+13.5720
-142.3000E-03,+12.5214
-142.2000E-03,+12.9563
-142.1000E-03,+13.5720
-142.0000E-03,+14.0111
-141.9000E-03,+13.6064
-141.8000E-03,+12.9046
-141.7000E-03,+13.2577
-141.6000E-03,+13.5720
-141.5000E-03,+13.5720
-141.4000E-03,+13.3050
-141.3000E-03,+12.9046
-141.2000E-03,+13.5591
-141.1000E-03,+13.3911
-141.0000E-03,+12.9046
-140.9000E-03,+13.4729
-140.8000E-03,+13.5720
-140.7000E-03,+13.2835
-140.6000E-03,+13.3868
-140.5000E-03,+12.9046
-140.4000E-03,+13.1070
-140.3000E-03,+13.1759
-140.2000E-03,+13.4945
-140.1000E-03,+12.9046
-140.0000E-03,+13.2146
-139.9000E-03,+12.5645
-139.8000E-03,+12.9046
-139.7000E-03,+13.1285
-139.6000E-03,+13.1544
-139.5000E-03,+12.9046
-139.4000E-03,+13.0424
-139.3000E-03,+13.5720
-139.2000E-03,+13.0467
-139.1000E-03,+13.5720
-139.0000E-03,+13.3266
-138.9000E-03,+12.9046
-138.8000E-03,+12.9046
-138.7000E-03,+13.7312
-138.6000E-03,+13.5333
-138.5000E-03,+13.4514
-138.4000E-03,+13.5720
-138.3000E-03,+13.3051
-138.2000E-03,+13.3653
-138.1000E-03,+13.5720
-138.0000E-03,+13.5720
-137.9000E-03,+13.5720
-137.8000E-03,+13.0037
-137.7000E-03,+13.5720
-137.6000E-03,+13.5720
-137.5000E-03,+13.0898
-137.4000E-03,+12.9046
-137.3000E-03,+12.9046
-137.2000E-03,+12.9046
-137.1000E-03,+12.9046
-137.0000E-03,+12.4697
-136.9000E-03,+13.2620
-136.8000E-03,+13.4083
-136.7000E-03,+12.9347
-136.6000E-03,+13.3481
-136.5000E-03,+13.3222
-136.4000E-03,+12.9607
-136.3000E-03,+13.4343
-136.2000E-03,+12.9046
-136.1000E-03,+12.9046
-136.0000E-03,+12.3920
-135.9000E-03,+13.9940
-135.8000E-03,+13.5720
-135.7000E-03,+13.5720
-135.6000E-03,+13.5720
-135.5000E-03,+13.2190
-135.4000E-03,+13.9980
-135.3000E-03,+12.9777
-135.2000E-03,+13.3051
-135.1000E-03,+13.3652
-135.0000E-03,+12.2633
-134.9000E-03,+12.9046
-134.8000E-03,+13.2791
-134.7000E-03,+13.5720
-134.6000E-03,+13.4773
-134.5000E-03,+12.9046
-134.4000E-03,+13.3867
-134.3000E-03,+12.9131
-134.2000E-03,+13.3697
-134.1000E-03,+12.9046
-134.0000E-03,+12.9046
-133.9000E-03,+12.9046
-133.8000E-03,+13.2145
-133.7000E-03,+13.0683
-133.6000E-03,+13.5720
-133.5000E-03,+13.5720
-133.4000E-03,+13.1545
-133.3000E-03,+13.5159
-133.2000E-03,+12.9046
-133.1000E-03,+12.9046
-133.0000E-03,+12.9046
-132.9000E-03,+13.4689
-132.8000E-03,+12.7278
-132.7000E-03,+13.1329
-132.6000E-03,+13.5374
-132.5000E-03,+12.9046
-132.4000E-03,+13.2575
-132.3000E-03,+13.0253
-132.2000E-03,+13.4989
-132.1000E-03,+12.9046
-132.0000E-03,+12.9046
-131.9000E-03,+12.9046
-131.8000E-03,+13.3913
-131.7000E-03,+13.2790
-131.6000E-03,+13.0038
-131.5000E-03,+12.9992
-131.4000E-03,+13.2837
-131.3000E-03,+13.3867
-131.2000E-03,+12.9131
-131.1000E-03,+13.3698
-131.0000E-03,+13.3006
-130.9000E-03,+12.9823
-130.8000E-03,+13.4559
-130.7000E-03,+12.5948
-130.6000E-03,+12.7408
-130.5000E-03,+13.5720
-130.4000E-03,+13.7957
-130.3000E-03,+13.4044
-130.2000E-03,+12.9046
-130.1000E-03,+12.5125
-130.0000E-03,+13.5720
-129.9000E-03,+13.5720
-129.8000E-03,+12.9046
-129.7000E-03,+13.1498
-129.6000E-03,+13.1330
-129.5000E-03,+13.5373
-129.4000E-03,+13.5720
-129.3000E-03,+13.2191
-129.2000E-03,+13.4512
-129.1000E-03,+13.6450
-129.0000E-03,+13.9726
-128.9000E-03,+13.5720
-128.8000E-03,+13.5720
-128.7000E-03,+13.3913
-128.6000E-03,+13.2790
-128.5000E-03,+13.0039
-128.4000E-03,+13.5720
-128.3000E-03,+13.5720
-128.2000E-03,+13.0900
-128.1000E-03,+13.5720
-128.0000E-03,+13.5720
-127.9000E-03,+13.5720
-127.8000E-03,+13.5720
-127.7000E-03,+13.0206
-127.6000E-03,+13.8817
-127.5000E-03,+13.2323
-127.4000E-03,+12.9644
-127.3000E-03,+14.0156
-127.2000E-03,+13.5720
-127.1000E-03,+12.9608
-127.0000E-03,+13.5720
-126.9000E-03,+13.2407
-126.8000E-03,+12.9046
-126.7000E-03,+12.9560
-126.6000E-03,+13.5720
-126.5000E-03,+13.5720
-126.4000E-03,+12.3067
-126.3000E-03,+13.7310
-126.2000E-03,+13.5337
-126.1000E-03,+12.9046
-126.0000E-03,+13.4990
-125.9000E-03,+12.9046
-125.8000E-03,+13.3650
-125.7000E-03,+13.5720
-125.6000E-03,+13.3914
-125.5000E-03,+12.5303
-125.4000E-03,+12.8053
-125.3000E-03,+12.4262
-125.2000E-03,+13.5720
-125.1000E-03,+13.5720
-125.0000E-03,+14.2226
-124.9000E-03,+12.9046
-124.8000E-03,+13.3004
-124.7000E-03,+12.9824
-124.6000E-03,+13.0206
-124.5000E-03,+13.8817
-124.4000E-03,+13.7358
-124.3000E-03,+13.5720
-124.2000E-03,+13.3484
-124.1000E-03,+12.9046
-124.0000E-03,+12.9046
-123.9000E-03,+13.4345
