second,Ampere
-187.19152E-03,+8.67538E-03
-187.15902E-03,+8.67538E-03
-187.12652E-03,+8.67538E-03
-187.09402E-03,+8.31610E-03
-187.06152E-03,+8.00804E-03
-187.02902E-03,+8.36732E-03
-186.99652E-03,+8.31610E-03
-186.96402E-03,+8.00804E-03
-186.93152E-03,+8.36732E-03
-186.89902E-03,+8.31610E-03
-186.86652E-03,+8.00804E-03
-186.83402E-03,+8.00804E-03
-186.80152E-03,+8.36732E-03
-186.76902E-03,+8.31610E-03
-186.73652E-03,+8.36732E-03
-186.70402E-03,+8.31610E-03
-186.67152E-03,+8.36732E-03
-186.63902E-03,+8.31610E-03
-186.60652E-03,+8.00804E-03
-186.57402E-03,+8.00804E-03
-186.54152E-03,+8.00804E-03
-186.50902E-03,+8.00804E-03
-186.47652E-03,+8.36732E-03
-186.44402E-03,+8.31610E-03
-186.41152E-03,+8.36732E-03
-186.37902E-03,+8.31610E-03
-186.34652E-03,+8.00804E-03
-186.31402E-03,+8.00804E-03
-186.28152E-03,+8.36732E-03
-186.24902E-03,+8.31610E-03
-186.21652E-03,+8.00804E-03
-186.18402E-03,+8.00804E-03
-186.15152E-03,+8.00804E-03
-186.11902E-03,+8.36732E-03
-186.08652E-03,+8.67538E-03
-186.05402E-03,+8.67538E-03
-186.02152E-03,+8.31610E-03
-185.98901E-03,+8.00804E-03
-185.95651E-03,+8.00804E-03
-185.92401E-03,+8.36732E-03
-185.89151E-03,+8.31610E-03
-185.85901E-03,+8.00804E-03
-185.82651E-03,+8.00804E-03
-185.79401E-03,+8.36732E-03
-185.76151E-03,+8.67538E-03
-185.72901E-03,+8.67538E-03
-185.69651E-03,+8.31610E-03
-185.66401E-03,+8.00804E-03
-185.63151E-03,+8.36732E-03
-185.59901E-03,+8.31610E-03
-185.56651E-03,+8.00804E-03
-185.53401E-03,+8.00804E-03
-185.50151E-03,+8.36732E-03
-185.46901E-03,+8.31610E-03
-185.43651E-03,+8.00804E-03
-185.40401E-03,+8.36732E-03
-185.37151E-03,+8.31610E-03
-185.33901E-03,+8.36732E-03
-185.30651E-03,+8.67538E-03
