1770,2127,5209,5617,7910,5780,4419,5040,7181,8536,5479,3140,5153,7093,4449,3838,5873,6540,5109,3554,5240,2993,594,4256,8678,4988,3470,6323,6841,8461,9091,7353,6920,8462,7157,7917,11125,9781,8557,8885,9351,6592,8054,7883,8194,10525,10787,9707,7283,7789,8496,5002,3982,9299,10815,11258,6643,4572,7193,7324,6921,7558,6258,5791,7844,10495,8640,8024,10332,10396,8263,8505,7784,9038,9289,6019,6901,6782,3220,2610,7200,7983,9245,6129,6882,10873,9438,9756,10374,4958,7202,7437,7054,5730,4916,5001,3547,3520,6145,7472,6657,6152,6859,8345,8040,7784,5927,4826,8717,9230,7705,3465,7313,7691,7930,7218,7185,8452,9696,7512,5881,4844,7135,6420,9462,11258,8382,8315,10244,10407,7996,4345,6819,7350,3925,4410,6633,3996,1238,4961,8230,7614,7832,8456,11055,11139,7184,7407,7151,7006,8220,12259,8747,5206,10155,10249,7520,6832,2148,4391,9564,11790,11712,10096,9061,7341,5937,7226,6986,6756,9315,8675,8070,10604,12220,9866,6229,6117,10458,10476,8613,9249,9127,7298,5429,6730,9536,7255,7615,8808,5566,8355,7585,7354,8547,5535,6547,5770,7099,9210,8739,8234,7868,6507,4842,7987,10071,7434,9342,8043,7408,9743,10465,9382,7780,7169,8740,9848,11259,8724,8415,11188,10793,8565,5768,5249,5384,8004,7568,5883,10223,11188,7804,8160,8262,9507,11124,8730,8117,6509,7556,8303,8278,6709,5956,6864,7843,8785,8366,8694,9311,10369,6827,6761,10869,9496,9005,11406,10173,8613,8254,8752,8466,10285,7501,7741,6199,7819,7929,9976,9332,7371,6473,5831,6555,8050,8049,7432,6350,8205,6400,5739,5081,6666,7260,8484,8691,7157,7109,6575,6477,8374,6986,7051,6907,4375,6491,10447,8817,6454,7280,6388,6674,9278,7786,8466,8735,8628,8644,7412,7809,6522,4762,5258,6760,6419,5717,6900,6953,6348,4344,2050,3953,5405,8634,4437,0,4402,3963,6118,6137,3786,3939,8724,6622,4761,5802,7372,5660,4183,6841,4312,5197,5983,7725,8269,5128,6120,4824,6550,9449,10470,8259,6679,5066,4856,3576,7468,9836,7605,8376,5424,3871,2786,8051,8944,6130,1753,6802,6723,6326,7109,6450,6917,5275,8744,6049,3712,5086,4642,5315,6457,8421,8383,7155,6904,7726,7450,6700,7843,4321,2515,5121,3689,2313,2326,4747,1563,1480,3721
10486,11506,15924,16243,17205,14061,12344,12832,15981,16607,14863,12341,13168,15677,13575,13083,15404,16463,15286,13787,14680,11970,8991,11318,17313,12331,9410,13785,14700,16255,17810,14251,14066,16665,15296,15279,17445,16195,15528,16342,17137,14711,15743,16966,16997,18533,18442,16900,14478,15028,16111,12191,9848,15756,17677,18077,13951,13194,15349,16304,16818,16307,15251,16487,17657,19148,16422,15832,18220,18141,16019,16409,15132,17134,18157,13278,16009,16908,11727,12942,18729,17977,19124,15153,15319,18912,17461,17001,17985,13213,15474,15490,15304,14538,13941,16018,17739,17535,18812,19716,18531,16999,16147,17237,18155,17261,14974,13977,18656,18953,17078,12578,18189,18829,19695,17912,17625,19036,19916,16864,14926,12901,14115,12491,15253,18043,16220,16173,17936,17546,15431,12056,15602,16464,14107,15677,17208,13213,10260,14327,16602,15775,16021,16282,18312,18592,15645,18493,19342,17450,16501,19078,15891,12735,17594,18861,15676,13842,8768,11617,16385,18086,17192,16450,15868,13501,12452,15042,15030,14732,16508,16343,15958,17187,19789,18146,14421,13135,18092,19640,17635,17543,17448,15583,15853,17990,19740,16021,15506,17773,14982,18048,17437,16784,17295,13848,14847,16380,17553,17454,17073,16909,16886,15604,14038,17617,18616,15930,18490,16870,17149,18961,18014,17816,15297,14204,16754,17945,18610,15839,15263,17632,17528,16336,14675,13600,13297,15852,15348,13979,18392,19025,16255,17843,17398,17354,19735,15785,14902,15668,16032,16816,16204,14896,14003,15199,16634,16627,16719,17295,16947,17457,15334,15499,19385,17152,15768,17918,17311,16410,17077,17792,16686,18576,16165,14894,13991,15843,15863,17759,16832,15697,15195,14134,14917,16166,16270,16397,15484,17445,15239,15118,14302,15007,15690,17246,17435,16741,16032,15140,15280,16518,15624,15903,15722,12908,13946,17618,17355,15541,16188,14666,14529,16525,14712,15950,16604,16970,16237,14560,15986,16367,13423,13277,15772,15186,14381,14967,14972,14576,12137,11066,13467,14103,16060,12185,7150,12133,13267,14130,13466,10664,11146,17403,14711,12403,14151,15206,13933,12689,14922,12374,12922,14392,16606,16333,12394,14455,12992,14430,16382,17145,14606,14067,13572,13102,10647,14313,16763,15721,16884,13582,12614,11103,16134,17537,14509,9552,14407,14705,14541,15950,16052,17514,15158,18254,16007,15494,17090,15483,15765,17124,18854,19477,18785,17888,18366,16408,15326,17649,14965,12748,15078,14213,12600,12387,15756,12189,11027,12457
29218,30400,32691,33193,31611,28950,26566,26938,29361,27635,28931,29345,27245,28556,29906,30102,29773,29248,29014,26587,26061,28501,28733,26666,29955,26187,23845,28252,29797,30301,32359,29413,29927,31991,31171,29429,27520,28439,28620,28478,28635,28502,28418,30428,30520,29331,29220,29369,30290,28934,28500,26871,24932,26603,28157,27630,27780,28256,27927,30388,30411,27516,27187,30312,30833,29910,27515,26832,28848,29852,30273,30666,29484,30481,31388,26447,28575,30155,26168,28155,29746,28227,28026,26288,27258,29030,30059,29471,29519,30769,30645,29179,28726,27992,27548,29748,30428,29792,27695,28471,28610,28881,29156,29863,30394,30626,28896,27672,28973,29306,29292,29684,31660,30113,28494,28373,29311,29510,29202,28596,28166,26901,27569,26739,28052,29882,31831,31787,29958,28079,27600,25925,27744,29385,29138,29411,30080,27788,27402,30435,31093,30217,29336,28668,29048,27562,28265,29618,31035,30282,29250,28950,28947,29136,29375,30428,30281,28031,27175,29260,29659,29073,27423,28902,29482,28160,26827,29412,30896,30572,29782,29827,29950,27237,28437,29430,30797,28462,28604,30911,30480,29817,28975,28961,28986,28284,30515,29390,27423,30167,30298,30003,28914,27744,29717,30153,30572,32597,30803,29986,30379,30149,28996,27141,27100,29604,29006,28665,30046,28661,31017,30846,29944,31945,30101,29130,31463,31204,30804,29933,29297,28342,29377,29798,31117,30253,30127,29257,28472,29747,30395,29257,28033,29569,28089,27043,29606,27158,26296,30236,29437,30360,29852,30811,30484,29677,31669,30792,31192,30076,29738,29705,31290,30677,30421,29105,27314,27515,28971,30273,30710,30515,29078,29958,29185,27055,29068,30633,29199,28453,28969,30176,29484,29664,29967,28020,27961,29286,29152,28778,28377,31780,32007,28745,28851,29713,28751,31104,31919,31093,31066,29692,27501,28947,31955,31348,28274,28094,30532,31954,32403,30356,29603,29553,28892,29620,30263,31278,29723,29014,30440,33679,31622,29605,32725,32071,29989,29101,30038,30356,28704,30189,31888,32244,30487,30036,28138,30474,32200,30904,30166,28457,29834,31916,29050,28436,30552,29137,31279,32462,31402,30774,30436,31466,32227,30300,27732,29576,29980,30805,30066,29610,28057,28090,29632,29491,26920,27360,29494,32686,32025,30308,31598,31053,30620,30812,29551,28066,28422,29425,30583,31524,30850,31866,32065,31040,30145,29606,27875,27984,30449,32859,32571,32170,33356,32496,31607,28445,26807,28306,28907,28366,29524,31165,31314,31712,32529,30971,30203,28887
38159,38878,36952,37255,34765,33304,32133,33776,33942,32072,34450,38201,34723,33868,36700,37827,35566,33747,33912,33557,32952,38250,39846,33372,32260,31869,31711,33810,34453,33892,36019,35765,35747,35163,34954,33605,30297,32733,32967,31398,31296,34034,34115,35678,35290,32087,32336,33725,36066,35449,33260,33193,32998,31160,31464,30315,32332,33375,33399,34652,34561,33478,34682,36995,34495,32904,31882,31557,31931,33375,36198,35792,36021,35771,35015,33819,34823,36109,36085,35559,34527,33580,32129,31918,32846,31243,32613,33046,32814,38247,34334,32753,32918,32852,33156,34831,34599,35567,32674,31707,31432,32906,33057,33792,34828,34000,33282,35108,34423,34713,34836,36997,34264,33980,33368,33509,35117,32384,30513,32863,32588,32126,33138,33710,34017,33042,35694,36357,32138,30295,31951,33251,33442,34442,35035,34112,33600,33962,36299,35250,33770,34701,34934,34241,32921,31151,32859,31722,33287,33092,31867,29769,32939,35818,32407,32854,34954,34171,36460,35416,33437,31656,30360,32820,33699,34821,32929,32490,36303,35502,31993,32315,32847,29297,30661,33696,37982,34957,30556,31195,31989,32769,32349,33571,35180,34000,33430,33415,33597,33940,34968,32552,31360,31721,34115,35272,34795,36653,33065,34154,34284,33138,33208,33353,34399,33743,31601,33293,33301,34608,36267,33059,33223,33762,34101,34724,35121,35537,34313,35660,34944,31847,32315,33609,36816,36234,36280,33960,34178,37215,33893,32759,32273,32100,32219,31131,32206,32409,30511,33721,33051,34333,35003,36962,36699,34423,35078,34217,34976,33297,33706,33006,35885,34858,32487,32953,32076,29372,31064,35022,35399,34183,33216,31874,33030,33799,36236,35737,34551,32865,34452,36372,34400,35370,36125,32962,32484,33586,33768,31033,32138,37336,38651,32786,33627,34269,33221,36275,35536,35007,35721,33521,33698,34076,37202,38063,34250,32017,33029,35556,37754,35054,34641,33043,32625,31930,32301,32611,32559,33533,34501,36643,36354,36308,38436,35798,33857,32294,33185,33687,34275,36908,35926,35533,33753,36737,37561,36123,37149,35525,36737,36563,38058,35246,32936,33876,35025,31977,35998,39081,36467,36595,37160,37065,35662,33294,33456,33482,36595,36376,34625,33268,33456,32326,34850,35783,34053,33578,34283,38454,36662,36418,39380,40219,35883,34480,34468,36260,33941,35204,35034,35257,36354,34782,37302,34469,35141,34538,31700,33936,37794,38985,36936,35119,34352,35082,34285,31363,31136,33274,35882,35697,35384,38445,40085,40866,37503,36581,37208,35632
36844,37138,32082,31635,30424,31056,30978,33130,32881,32185,32753,36087,35221,33870,35322,35832,33288,32135,30991,32053,31939,36496,37975,32851,29451,33290,34543,33002,31933,30661,31310,34401,33853,31596,31912,31257,30028,32543,32841,30244,29763,32770,32960,33184,33282,30606,30301,32031,33254,33753,31241,33151,35820,31915,29841,29683,30979,32011,33256,32718,32485,33646,34252,34813,30725,29746,31827,32486,31170,31532,33955,32858,34536,34133,31640,34724,32492,33379,37607,34598,33665,34569,34224,35666,35044,30264,29735,30451,31906,36063,30744,30847,32312,32441,32756,34638,33479,33222,33415,33345,34036,35427,33558,31068,31293,30607,32433,34780,32851,33461,34254,36256,31942,33600,33617,34727,35558,32777,32051,35790,33332,32423,32682,34790,33883,31830,32992,32948,31161,31036,31987,34824,33992,33562,34585,35377,35250,37354,39626,33935,29839,32027,34445,33469,30675,29702,30891,29071,30153,30395,29249,27354,32040,34741,30158,31103,33306,34180,37870,34797,30929,29386,30343,31764,32396,34598,33459,30360,33249,33036,30258,30525,31682,29240,29550,32960,35320,32864,27637,27361,29360,31354,31585,32673,33837,32721,29583,31636,34451,31865,32733,30358,31052,32137,32837,32697,30525,31823,29152,30050,30536,29354,30846,31870,33627,31309,29866,32928,31231,33856,33894,30723,31467,29523,31630,33169,31269,31815,31816,34662,33471,30281,30751,31220,33031,33554,34249,32908,33225,35034,31398,31588,31977,30357,30988,29975,29856,31516,31467,32261,32683,32332,33244,35635,35191,31611,31079,31654,31602,32001,32989,32460,33217,31590,29541,31042,31936,27928,27842,32337,33355,32765,33638,30894,31151,33909,34991,33495,33761,32425,33142,34021,32187,33746,33622,32006,31703,32026,32241,30155,30560,32468,34853,32322,33375,33721,32888,32404,31551,32826,34175,32840,33142,32051,33072,35592,33753,32234,31139,31665,33554,32548,32823,31232,30658,29434,29916,30173,32787,34519,32578,31279,34153,36318,35558,34677,35302,33321,31832,32493,33248,34911,33501,32793,31461,35889,38205,33885,34673,34422,35448,36759,37160,32330,32488,33881,34042,31036,33436,35012,33558,33853,34619,34379,33359,30724,33383,31700,35691,33750,33127,31562,32849,31780,33126,32858,34712,35133,34333,34157,32055,34830,37820,38420,34034,32216,33716,36873,33450,32780,33261,32291,34334,31268,33979,31981,32766,33177,31506,33093,35332,34247,33286,32657,29774,31557,32794,31947,32485,32575,34880,36083,34149,35434,38307,39144,34523,33579,33943,34033
32660,32268,28870,28706,28724,29904,30588,31800,30963,31036,31111,31142,33988,32925,32322,32408,30995,31613,31030,33759,32521,31447,32190,32425,29073,34699,35180,31037,30446,29788,26672,30845,31102,30115,30725,30476,31257,31780,32127,29946,28206,30496,30644,29331,30404,28896,28668,30767,29778,30838,29882,33285,37014,31668,29180,30513,30034,30572,31692,29210,29405,30828,31397,29857,27417,27615,30587,31635,30897,29183,29976,29768,32124,31780,29316,33649,28830,27424,34036,33276,28910,28420,29236,33394,32172,29164,29030,29303,30951,31025,28154,28781,28607,29672,30688,30871,27710,25837,26110,26919,27743,30132,30580,28048,27493,28182,31345,30665,27735,28607,29558,30669,28203,28404,26609,30108,28608,26506,27079,30589,29685,30970,31452,33501,32318,30007,28851,28230,29554,30456,30225,31414,29623,29039,28784,29125,29642,33917,35639,30627,27014,28617,31281,30779,29128,29685,28177,25672,26160,27831,27764,28215,31158,31855,27907,29478,30827,33067,35515,32380,28484,28184,30070,28889,30332,32779,32304,28210,28799,28389,28900,30759,32172,31096,28718,29715,29014,28943,26537,25642,28543,30993,31989,32225,31694,31556,27686,30774,33261,29037,29454,29405,30554,31161,30661,30227,28560,27914,27528,27573,27734,27551,29467,29731,31923,30568,29201,31873,30915,31679,28927,28264,30325,28902,30101,30491,27959,28015,28574,31076,31047,29552,29529,28723,28400,29711,29988,30060,31089,30848,28931,29707,30500,29585,29301,29706,28764,30472,32481,30311,31304,30374,31698,32774,32386,29772,28162,28413,26482,28654,30152,31234,29600,28509,27754,29473,31105,29473,28588,29758,30177,29865,32043,30463,31019,32900,32431,30910,31817,29756,29899,30667,30600,31452,30132,31985,31985,29312,29926,30118,30068,28189,29744,31716,30656,29540,29870,27154,28613,31413,31379,30882,32720,30770,28172,32015,33013,30893,28075,26704,27495,29040,29370,29225,29108,28434,30103,31660,33802,34219,30633,27171,29979,32702,29109,30688,33315,33252,30873,32383,31321,30166,30427,30574,29209,32461,35599,30672,32175,33313,32437,34828,33731,29538,32242,33072,31789,31804,30304,29515,28921,29259,31128,30947,31036,29878,32398,30427,32239,28963,29983,29713,31860,32068,31860,29730,33348,32834,31679,28293,27122,31234,31976,32402,30805,29882,31208,32760,31642,29705,31540,30109,31388,29196,28287,27581,29089,29741,30839,29148,27155,27123,28976,29013,25353,27156,30964,32431,31277,30599,31809,33854,32752,30253,31528,31771,31026,29178,28718,30347
28548,28361,28597,27325,27524,28733,29939,31130,28613,28867,29118,25368,30242,31854,30545,29287,28992,31117,31567,34821,32767,26600,26718,30923,29542,33128,32354,28017,28261,28999,25166,27428,28266,28759,29657,29081,30927,30247,30631,30104,27323,27425,28589,26949,28117,27350,27806,29333,27854,28294,29312,31643,34162,30548,29429,31441,31847,32601,31239,29181,29878,29604,31047,29166,29579,29063,30590,30150,29017,26356,25084,27275,28307,28356,28857,32083,27824,25222,32326,34598,28437,27423,27810,30656,30198,29465,29155,29350,28280,26852,28150,29527,27295,29282,32073,31247,31608,30680,30955,31612,29295,28850,30401,29149,26533,27420,31210,28396,25692,27013,28013,27811,28550,31413,31466,31183,27439,27394,28127,28463,29051,31421,29993,30584,30337,29055,26087,24751,27387,29928,30801,31833,30013,27673,28853,29276,28198,31203,31114,28091,27254,28124,29359,29599,29108,29912,28952,27589,26520,29041,28672,29224,29177,27863,27021,28188,28455,31045,31150,28015,26629,27774,28850,26350,28161,30336,31391,27640,25956,25496,27739,30663,30464,31514,29198,27053,24957,26283,28119,27829,29034,29568,30328,30242,28703,30735,27959,29538,30252,26941,28112,30386,30848,31025,30592,29764,29376,26910,28728,27703,26324,28946,30822,30233,30411,29099,29008,28834,29787,29977,26380,26784,28473,28749,29129,28499,26683,26408,27505,27989,28878,28646,28021,26587,26524,27204,27242,28573,28415,26542,26176,28849,30085,27939,28370,30670,29079,29920,32217,29463,29460,28395,30107,28422,28086,29624,28772,28229,25735,26775,28017,29199,28759,28928,28186,28796,29142,30016,29205,28121,27898,27750,30026,29565,31623,31347,29358,28361,30253,28561,27490,27899,28564,27635,26369,30531,31459,29399,30099,29918,29285,26912,27547,30512,28078,26166,27339,25627,28356,30033,28917,28917,31168,30634,25673,27763,31482,30234,28606,26293,24756,26733,26025,27310,28424,27463,29511,31955,32307,30829,28653,26662,26633,28237,24476,27031,29340,30480,30115,30889,28443,25602,27381,28474,27631,28721,31553,28024,28674,30236,29014,31471,29368,27306,31464,31115,27575,31220,27204,24627,24025,25378,28448,27731,28394,31184,31964,29310,28980,26056,26157,28204,29680,29975,28887,26900,29926,28755,26505,24519,26146,27780,25734,26390,26803,28126,28563,28352,29728,27645,28113,26234,26780,27327,25597,27516,30477,30476,32140,29741,24380,23261,26076,26970,23987,24925,29426,31164,28937,28981,28751,31239,31897,27062,25147,23839,27598,27967,26091,27911
28867,29078,30464,27596,26667,28522,29973,31068,27231,27234,26666,23239,26917,29069,27436,26646,27940,29885,31891,33767,31720,25840,26041,28134,27809,29041,28931,25266,26715,29165,27781,26717,26264,27443,28072,26937,29091,29118,28744,30147,28703,27132,27182,27432,28247,26740,28060,27915,27590,27614,28968,29645,30940,30262,30410,31277,32811,33316,29561,28958,29055,27181,29115,26530,30155,29764,29780,29256,27942,25702,24303,27765,25949,25771,28490,30731,29901,26052,28136,29722,23113,23658,24161,26848,29729,29849,28310,29172,26060,25784,28303,29554,27405,27826,30468,27798,29093,29519,28211,28450,27020,26718,29678,30691,27014,26541,29531,26894,23493,23478,25895,26630,27647,29537,28411,25291,23158,27007,28443,27838,30778,32983,29137,28860,29238,27115,25098,23954,25442,28386,31098,31522,28723,25481,26641,27834,27233,28139,25925,25452,28838,28691,27528,28589,28737,28358,30752,29221,26010,28971,30091,29991,28407,27132,28571,26386,25736,28068,26801,24045,26561,28056,29564,27771,26874,28584,30624,28313,25803,26294,27854,29121,27207,29675,27398,24518,23421,25995,28821,29674,29190,27796,28352,28230,27352,28074,28939,28581,26610,26248,29942,29670,29092,27473,26463,28142,30258,28752,30954,29171,26808,29684,30192,30628,28593,26079,28214,26576,27329,26826,25476,25635,26972,28495,28892,28481,27055,26667,26642,25931,27552,28204,27222,25670,26759,26493,26150,27794,27338,25567,25722,26729,28709,26394,26495,28749,27859,28885,30205,28611,27940,27580,29096,26234,26118,28848,27577,28494,28014,27600,26855,26748,28334,29470,28450,27893,26727,28403,28602,27432,26332,25378,26848,28839,30636,27898,26651,25801,27171,27206,26293,26522,26931,24597,24658,27727,27770,28183,29711,30943,29388,26358,25503,28822,27475,25457,26616,26351,27112,27337,27164,27193,28490,29688,26511,25554,27362,27673,29415,28721,25789,26933,24934,26451,29690,28774,29128,29709,27390,26022,26213,27227,26851,25975,23502,25947,27688,28784,29184,26824,25961,24546,25378,26736,27794,27036,28651,27637,25689,26286,25963,27661,26322,26462,30190,29459,26062,30077,26124,24578,24744,26022,27570,26229,26251,31109,30871,28288,26608,25943,24868,27909,27406,26474,26596,27348,28331,26056,23260,23722,27498,26000,22374,24778,25762,27198,27106,25776,27273,26743,25447,23841,24197,25747,25176,27411,27493,26330,27668,28556,25809,24418,24304,23046,24476,25361,26004,27810,27780,27563,24602,26397,28643,25128,21821,20783,25814,28603,27619,27927
29809,29769,29778,27420,26889,30472,33193,32855,28376,26699,25472,24381,25121,26866,26225,26155,28078,27916,31201,30568,28705,26408,28998,27027,26242,27736,28361,24828,25769,29002,29693,28100,27186,27506,26893,27723,28576,28610,28305,30214,29990,28676,27737,29191,28755,27304,28653,27123,28321,28472,28364,28318,29282,29711,29690,28857,30394,31685,28054,27817,28572,27617,29277,27479,30244,29149,28684,29374,28051,27943,27336,28418,25101,24682,28375,29455,29821,27076,26403,28633,25789,25070,23415,24785,29070,29694,26959,27521,25982,26140,27857,29323,29599,28271,28714,26964,30805,32168,29874,26606,24474,24209,27734,30551,28760,27523,28476,29664,28350,24927,26388,26288,26263,26525,29185,28484,27012,28538,27732,25458,27800,30900,29186,28391,27843,25806,26259,25868,25966,26892,29820,30452,28264,26076,27839,27923,26386,25030,21781,24200,29005,28672,26404,27732,28579,29564,32587,31010,27506,28468,31251,29972,28585,28095,30073,27208,27035,27123,23739,22146,27048,28513,29978,29767,26220,26187,29386,30315,27951,28883,29783,28665,27355,29395,28025,27309,26647,27098,28191,30400,29420,26843,26670,25333,25806,27044,30201,28405,25894,28098,31832,28866,28164,26161,23974,26637,29091,27139,28845,30361,29957,29407,28207,30222,29681,26813,27219,25243,24817,25483,27318,26811,26633,28729,29873,29597,27401,26614,25999,24956,26685,27313,27165,27503,28103,27340,27170,27917,28696,27577,27655,26692,29526,27882,28278,27833,26814,28373,28953,28564,28082,26630,25812,25108,25708,27754,26395,28271,29405,28758,26681,25544,27868,29624,28355,27752,25991,26478,26516,27098,27085,25540,25438,28890,30335,26129,24340,24988,26319,27891,27703,28055,27262,24143,25025,27233,27216,27930,28659,31083,30173,27163,24704,27319,26127,25702,28243,26723,23379,24542,25247,25817,27195,27903,27130,25624,24621,27222,29959,29569,27504,28447,26744,26821,29586,29252,27763,27292,24544,23188,24100,26934,29310,26266,25992,25726,25229,27376,26942,24902,26622,27207,26761,25918,27956,25817,26910,28395,23594,24542,26069,24942,24785,27205,29961,29599,28148,29496,27280,28167,29721,30046,28201,26798,25369,28563,28978,28278,26086,26607,25921,28476,27403,26407,27331,29622,29282,25485,24011,25587,28620,27206,23347,25391,26245,26367,26851,25711,27401,27649,25875,25677,25774,27477,27776,28807,26119,26652,27630,28081,27526,27581,25452,24248,27643,27421,23504,25301,27393,25586,23369,25842,26085,24653,23380,23397,26455,30571,30428,28718
27640,26611,26482,27959,28401,31988,34051,31234,27487,27529,27564,27698,26597,26998,27788,27169,28721,26469,28753,28079,25425,28000,31438,26727,25595,26225,27539,27218,25922,26684,26878,27934,28146,27040,25348,29204,28665,28256,27737,29253,29360,28919,29253,29308,27365,28182,28666,26417,28159,29165,27944,28165,28604,28012,27343,26473,27413,28152,27613,27032,26723,26598,26416,26952,27994,28137,28704,29512,27996,29342,29450,27436,24673,24594,26891,27365,28507,28525,26456,28438,30092,30460,29186,28166,28343,28547,25760,24552,25997,25804,26817,29262,32544,31186,28860,26238,28949,29716,29640,28495,28474,27394,27777,27927,27383,28084,26911,29304,31292,27749,28070,27230,28074,27551,29478,28844,28972,31941,31278,28063,28974,30863,29994,26966,24933,25063,28004,29190,28960,27827,28487,31116,30155,27517,29641,30210,27701,25878,24784,26173,27174,26982,24954,25755,25798,26653,29624,30770,29071,27109,29077,28177,27454,27360,28484,27022,26785,24953,21780,23350,27893,29039,28586,29414,26204,24071,28221,31506,28598,29332,29649,27853,27221,27629,26805,26991,27144,27808,27618,27094,26506,25500,25791,24798,25891,27012,28879,26037,24868,28924,29952,26966,26899,26370,24787,26998,27362,26732,27772,30102,31395,28129,25946,28709,30049,28227,27824,26419,24356,25881,28075,28222,26423,28600,29451,29289,26771,25572,25819,25445,26682,27037,27130,30669,28999,27789,28079,28306,29949,29345,29181,27365,30408,29245,28245,26685,25723,27415,28308,28741,29671,27060,23415,25421,26738,27580,26610,27490,29833,28711,26256,24744,26564,29265,28771,28416,27367,28010,27463,27522,28292,26851,24691,26466,26928,24654,23710,26168,26681,28798,29053,29111,27878,26686,28322,27319,26530,27254,28156,28851,30667,29094,26006,27244,26989,27865,30303,28586,23443,23655,24115,25776,26845,26357,27399,27335,25599,27710,28400,28700,28891,28906,27808,27448,28500,27421,24951,25054,23878,22988,24656,26743,30851,29155,29937,26180,23668,27169,27306,27609,29754,31031,29695,25138,26781,24807,25274,28003,24633,25870,27918,24769,25456,27098,28231,28370,28942,28865,28780,30325,32148,31986,27751,26979,25722,26251,27216,27332,25002,27390,27128,28212,28820,28593,28423,29657,29327,27719,28220,28678,28162,28820,25838,25353,27464,26754,26334,26713,27501,28639,27435,27425,27801,29202,28971,28431,24772,25884,28477,29457,29828,29612,27469,26709,29173,28353,23297,24031,27399,25817,26103,26863,23533,25070,27820,27920,27453,30950,30971,29263
